No. of Iterations,MFO,FFA,GWO,DE,MVO,HHO,MFOS
318,-8225.75,-3656.06,-4173.35,-5503,-6047.76,-12564.37,-17327.33
319,-8225.77,-3656.06,-4179.37,-5522.47,-6053.95,-12564.46,-17327.4
320,-8225.78,-3656.06,-4187.99,-5522.47,-6063.12,-12564.46,-17327.51
321,-8225.83,-3656.06,-4205.13,-5522.47,-6071.36,-12564.46,-17327.6
322,-8225.85,-3656.06,-4226.78,-5522.47,-6096.73,-12564.46,-17327.7
323,-8225.86,-3656.06,-4236.33,-5522.47,-6099.29,-12564.46,-17327.78
324,-8225.87,-3656.06,-4236.33,-5522.47,-6109.68,-12564.46,-17327.86
325,-8225.88,-3656.06,-4269.65,-5522.47,-6121.74,-12564.46,-17327.9
326,-8225.91,-3656.06,-4271.54,-5542.08,-6122.32,-12564.46,-17327.96
327,-8225.91,-3656.06,-4305.04,-5545.75,-6140.97,-12564.5,-17328.02
328,-8225.94,-3656.06,-4305.04,-5545.75,-6153.98,-12564.56,-17328.07
329,-8225.95,-3663.56,-4316.58,-5545.75,-6160.72,-12564.56,-17328.15
330,-8225.99,-3663.56,-4326.17,-5547.35,-6177.8,-12564.57,-17328.19
331,-8226,-3663.56,-4337.48,-5547.35,-6184,-12564.59,-17328.26
332,-8226.01,-3663.56,-4364,-5550.01,-6192.53,-12564.62,-17328.32
333,-8226.02,-3663.56,-4370.12,-5550.01,-6218.42,-12564.62,-17328.37
334,-8226.06,-3663.56,-4391.02,-5572.75,-6228.1,-12564.62,-17328.42
335,-8226.07,-3663.56,-4413.41,-5572.75,-6235.23,-12564.64,-17328.43
336,-8226.09,-3663.56,-4422.51,-5572.75,-6239.97,-12564.64,-17328.46
337,-8226.09,-3663.56,-4448.91,-5572.75,-6260.21,-12564.81,-17328.53
338,-8226.1,-3663.56,-4470.97,-5572.75,-6286.42,-12564.84,-17328.57
339,-8226.1,-3663.56,-4475.27,-5572.75,-6295.82,-12564.86,-17328.62
340,-8226.1,-3663.56,-4483.85,-5601.09,-6299.3,-12564.89,-17328.67
341,-8226.12,-3663.56,-4485.29,-5601.09,-6307.85,-12564.89,-17328.71
342,-8226.12,-3663.56,-4504.71,-5612.89,-6318.24,-12564.89,-17328.74
343,-8226.13,-3663.56,-4504.71,-5612.89,-6321.93,-12564.89,-17328.76
344,-8226.13,-3663.56,-4523.88,-5612.89,-6328.43,-12564.89,-17328.78
345,-8226.15,-3663.56,-4536.23,-5612.89,-6340.19,-12564.89,-17328.81
346,-8226.16,-3663.56,-4545.81,-5616.98,-6341.78,-12564.89,-17328.83
347,-8226.17,-3663.56,-4568.93,-5628.77,-6358.04,-12564.89,-17328.86
348,-8226.17,-3663.56,-4607.05,-5628.77,-6373.15,-12564.89,-17328.89
349,-8226.18,-3689.65,-4616.13,-5628.77,-6380.99,-12564.89,-17328.91
350,-8226.19,-3689.65,-4653.91,-5629.08,-6404.8,-12564.89,-17328.93
351,-8226.19,-3689.65,-4668.31,-5629.08,-6416.74,-12564.89,-17328.96
352,-8226.2,-3689.65,-4683.79,-5629.08,-6429.57,-12564.92,-17328.97
353,-8226.2,-3689.65,-4704.27,-5629.08,-6448.71,-12564.92,-17328.99
354,-8226.2,-3689.65,-4740.99,-5629.08,-6463.33,-12564.94,-17329.01
355,-8226.21,-3689.65,-4768.16,-5629.08,-6479.21,-12564.94,-17329.03
356,-8226.23,-3689.65,-4809.34,-5637.11,-6484.7,-12564.94,-17329.04
357,-8226.23,-3689.65,-4838.97,-5637.11,-6491.82,-12564.95,-17329.05
358,-8226.25,-3689.65,-4840.88,-5637.11,-6496.49,-12564.95,-17329.08
359,-8226.25,-3689.65,-4875.18,-5637.11,-6510.41,-12564.96,-17329.09
360,-8226.26,-3706.31,-4895.9,-5637.11,-6529.49,-12564.96,-17329.12
361,-8226.27,-3706.31,-4908.28,-5637.11,-6535.19,-12564.99,-17329.14
362,-8226.28,-3706.31,-4916.06,-5637.11,-6541.23,-12565,-17329.17
363,-8226.28,-3706.31,-4929.58,-5637.11,-6555.72,-12565.01,-17329.2
364,-8226.28,-3706.31,-4936.02,-5637.11,-6561.81,-12565.05,-17329.2
365,-8226.3,-3706.31,-4975.35,-5637.11,-6575.74,-12565.09,-17329.22
366,-8226.3,-3706.31,-4983.65,-5637.11,-6590.83,-12565.11,-17329.23
367,-8226.3,-3706.31,-5007.98,-5637.11,-6598.62,-12565.15,-17329.24
368,-8226.32,-3706.31,-5010.85,-5662.63,-6607.67,-12565.19,-17329.25
369,-8226.32,-3706.31,-5038.53,-5674.14,-6615.37,-12565.2,-17329.27
370,-8226.32,-3706.31,-5053.98,-5675.01,-6626.32,-12565.25,-17329.27
371,-8226.33,-3706.31,-5054.3,-5686.1,-6632.73,-12565.34,-17329.28
372,-8226.33,-3706.31,-5077,-5690.64,-6643.17,-12565.39,-17329.29
373,-8226.33,-3706.31,-5111.73,-5690.64,-6650.06,-12565.44,-17329.31
374,-8226.34,-3706.31,-5133.94,-5690.64,-6660.68,-12565.47,-17329.32
375,-8226.34,-3706.31,-5155.19,-5693.51,-6677.64,-12565.48,-17329.33
376,-8226.34,-3706.31,-5166.6,-5693.51,-6693.96,-12565.5,-17329.34
377,-8226.35,-3706.31,-5174.98,-5693.51,-6698.5,-12565.51,-17329.34
378,-8226.35,-3706.31,-5206.28,-5700.78,-6704.78,-12565.58,-17329.36
379,-8226.35,-3706.31,-5233.51,-5700.78,-6733.27,-12565.67,-17329.36
380,-8226.35,-3706.31,-5247.28,-5700.78,-6740.95,-12565.69,-17329.37
381,-8226.36,-3706.31,-5268.27,-5700.78,-6749.68,-12565.74,-17329.38
382,-8226.38,-3706.31,-5270.66,-5717.67,-6749.68,-12565.75,-17329.39
383,-8226.38,-3706.31,-5271.32,-5717.67,-6760.56,-12565.8,-17329.4
384,-8226.39,-3706.31,-5275.84,-5717.67,-6766.6,-12565.84,-17329.4
385,-8226.39,-3706.31,-5291.22,-5717.67,-6774.12,-12565.87,-17329.41
386,-8226.41,-3706.31,-5305.94,-5717.67,-6794.05,-12565.9,-17329.41
387,-8226.41,-3714.68,-5309.71,-5717.67,-6803.3,-12565.93,-17329.42
388,-8226.41,-3714.68,-5326.98,-5717.67,-6806.7,-12565.96,-17329.42
389,-8226.41,-3714.68,-5351.89,-5717.67,-6810.34,-12566.01,-17329.42
390,-8226.41,-3714.68,-5370.31,-5717.67,-6815.23,-12566.05,-17329.43
391,-8226.42,-3714.68,-5394.84,-5717.67,-6818.84,-12566.06,-17329.43
392,-8226.42,-3714.68,-5416.12,-5717.67,-6829.5,-12566.15,-17329.44
393,-8226.42,-3714.68,-5434.89,-5717.67,-6840.68,-12566.17,-17329.44
394,-8226.43,-3714.68,-5437.11,-5717.67,-6847.98,-12566.19,-17329.44
395,-8226.43,-3714.68,-5447.8,-5717.67,-6854.73,-12566.21,-17329.44
396,-8226.43,-3714.68,-5465.38,-5717.67,-6860.94,-12566.22,-17329.45
397,-8226.44,-3714.68,-5468.61,-5717.67,-6867.57,-12566.23,-17329.45
398,-8226.44,-3714.68,-5479.27,-5717.67,-6876.97,-12566.23,-17329.46
399,-8226.44,-3714.68,-5495.27,-5717.67,-6886.08,-12566.23,-17329.46
400,-8226.45,-3714.68,-5510.76,-5717.67,-6889.93,-12566.26,-17329.46
401,-8226.45,-3714.68,-5513.57,-5717.67,-6896.31,-12566.4,-17329.46
402,-8226.45,-3714.68,-5520.16,-5717.67,-6904.32,-12566.43,-17329.47
403,-8226.45,-3714.68,-5531.55,-5717.67,-6912.57,-12566.44,-17329.47
404,-8226.45,-3714.68,-5542.18,-5717.67,-6930.74,-12566.45,-17329.48
405,-8226.46,-3716.28,-5569.07,-5740.64,-6932.1,-12566.45,-17329.48
406,-8226.46,-3735.62,-5573.49,-5740.64,-6938.89,-12566.46,-17329.48
407,-8226.47,-3735.62,-5577.05,-5740.64,-6953.1,-12566.47,-17329.48
408,-8226.47,-3735.62,-5588.52,-5740.64,-6971.72,-12566.49,-17329.48
409,-8226.47,-3735.62,-5603.63,-5740.64,-6975.61,-12566.5,-17329.48
410,-8226.49,-3735.62,-5612.44,-5740.64,-6984.67,-12566.5,-17329.49
411,-8226.49,-3735.62,-5624.25,-5740.64,-6990.52,-12566.51,-17329.49
412,-8226.49,-3735.62,-5624.25,-5740.64,-7000.78,-12566.51,-17329.49
413,-8226.49,-3735.62,-5648.97,-5740.64,-7007.84,-12566.51,-17329.5
414,-8226.49,-3735.62,-5662.54,-5740.64,-7009.65,-12566.52,-17329.5
415,-8226.49,-3735.62,-5665.43,-5740.64,-7015.2,-12566.52,-17329.5
416,-8226.5,-3735.62,-5678.68,-5740.64,-7025.75,-12566.52,-17329.5
417,-8226.52,-3740.11,-5682.83,-5740.64,-7030.05,-12566.53,-17329.51
418,-8226.52,-3740.11,-5686.09,-5740.64,-7038.71,-12566.53,-17329.51
419,-8226.52,-3740.11,-5702.89,-5747.88,-7045.46,-12566.53,-17329.51
420,-8226.52,-3740.27,-5719.94,-5750.4,-7060.55,-12566.53,-17329.51
421,-8226.54,-3740.27,-5729.31,-5750.4,-7073.61,-12566.53,-17329.51
422,-8226.57,-3740.27,-5751.07,-5750.4,-7076.27,-12566.53,-17329.51
423,-8226.57,-3740.27,-5767.74,-5750.4,-7086.63,-12566.53,-17329.51
424,-8226.58,-3740.27,-5791.5,-5751.78,-7091.68,-12566.53,-17329.52
425,-8226.59,-3740.27,-5798.64,-5751.78,-7092.87,-12566.53,-17329.52
426,-8226.66,-3740.27,-5806.21,-5751.78,-7100.93,-12566.53,-17329.52
427,-8226.66,-3740.27,-5818.36,-5751.78,-7107.58,-12566.53,-17329.52
428,-8226.68,-3740.27,-5836.69,-5757.36,-7126.53,-12566.53,-17329.52
429,-8226.73,-3740.27,-5844.57,-5757.36,-7132.9,-12566.53,-17329.53
430,-8226.73,-3740.27,-5856.71,-5757.36,-7139.85,-12566.54,-17329.53
431,-8226.73,-3740.27,-5870.01,-5757.36,-7148.43,-12566.54,-17329.53
432,-8226.76,-3740.27,-5877.33,-5757.36,-7156.73,-12566.54,-17329.53
433,-8226.76,-3740.27,-5883.15,-5757.36,-7163,-12566.54,-17329.53
434,-8226.76,-3740.27,-5891.86,-5757.36,-7174.39,-12566.54,-17329.53
435,-8226.78,-3740.27,-5897.5,-5757.36,-7175.53,-12566.54,-17329.53
436,-8226.81,-3740.27,-5915.9,-5757.36,-7181.33,-12566.54,-17329.54
437,-8226.81,-3740.27,-5924.25,-5757.36,-7186.24,-12566.54,-17329.54
438,-8226.82,-3740.27,-5937.76,-5757.36,-7196.27,-12566.54,-17329.54
439,-8226.84,-3740.27,-5952.7,-5761.23,-7201.9,-12566.54,-17329.54
440,-8226.95,-3740.27,-5964.58,-5766.09,-7207.76,-12566.54,-17329.54
441,-8226.97,-3740.27,-5968.12,-5766.09,-7209.36,-12566.54,-17329.54
442,-8226.97,-3740.27,-5982.79,-5766.09,-7217.43,-12566.54,-17329.55
443,-8227.03,-3740.27,-5989.54,-5766.09,-7224.23,-12566.54,-17329.55
444,-8227.1,-3740.27,-5993.57,-5766.09,-7232.19,-12566.54,-17329.55
445,-8227.14,-3740.27,-6005.19,-5772.21,-7237.12,-12566.54,-17329.55
446,-8227.41,-3740.27,-6013.63,-5772.21,-7242.75,-12566.54,-17329.55
447,-8227.41,-3740.27,-6022.76,-5772.21,-7249.61,-12566.54,-17329.55
448,-8227.43,-3740.27,-6028.47,-5772.21,-7253.75,-12566.54,-17329.55
449,-8227.45,-3740.27,-6047.73,-5772.21,-7260.22,-12566.54,-17329.55
450,-8227.64,-3740.27,-6059.55,-5773.85,-7265.61,-12566.54,-17329.56
451,-8227.64,-3740.27,-6063.07,-5773.85,-7269.8,-12566.54,-17329.56
452,-8227.64,-3740.27,-6070.31,-5773.85,-7273.07,-12566.54,-17329.56
453,-8227.64,-3740.27,-6078.47,-5773.85,-7275.9,-12566.54,-17329.56
454,-8227.64,-3740.27,-6087.59,-5773.85,-7282.14,-12566.54,-17329.56
455,-8227.72,-3740.27,-6099.46,-5773.85,-7290.95,-12566.54,-17329.56
456,-8227.75,-3740.27,-6102.18,-5773.85,-7299.43,-12566.54,-17329.56
457,-8227.78,-3740.27,-6114.23,-5773.85,-7302.44,-12566.54,-17329.56
458,-8227.78,-3740.27,-6125.77,-5773.85,-7309.82,-12566.54,-17329.57
459,-8227.99,-3740.27,-6132.78,-5773.85,-7316.29,-12566.54,-17329.57
460,-8228,-3740.27,-6141.44,-5773.85,-7320.24,-12566.54,-17329.57
461,-8228.15,-3740.27,-6145.88,-5773.85,-7326.16,-12566.55,-17329.57
462,-8228.15,-3740.27,-6148.96,-5773.85,-7329.28,-12566.55,-17329.57
463,-8228.17,-3740.27,-6153.8,-5773.85,-7335.63,-12566.55,-17329.57
464,-8228.51,-3740.27,-6165.04,-5773.85,-7343.33,-12566.55,-17329.57
465,-8228.51,-3740.27,-6172.67,-5773.85,-7345.24,-12566.55,-17329.57
466,-8228.51,-3740.27,-6184.3,-5773.85,-7347.72,-12566.55,-17329.57
467,-8229.07,-3740.27,-6191.26,-5773.85,-7349.64,-12566.55,-17329.58
468,-8229.07,-3740.27,-6195.94,-5773.85,-7352.82,-12566.56,-17329.58
469,-8229.13,-3740.27,-6204.05,-5773.85,-7353.53,-12566.56,-17329.58
470,-8229.13,-3740.27,-6211.93,-5779.73,-7359.3,-12566.56,-17329.58
471,-8229.21,-3740.27,-6218.91,-5779.73,-7361.74,-12566.56,-17329.58
472,-8229.35,-3740.27,-6224.76,-5779.73,-7365.74,-12566.56,-17329.58
473,-8229.67,-3740.27,-6229.18,-5779.73,-7369.31,-12566.56,-17329.58
474,-8229.67,-3740.27,-6234.35,-5779.73,-7374.63,-12566.56,-17329.58
475,-8229.67,-3742.54,-6239.69,-5779.73,-7377.13,-12566.56,-17329.58
476,-8229.74,-3758.98,-6244.56,-5779.73,-7380.49,-12566.56,-17329.58
477,-8231.94,-3758.98,-6252.94,-5779.73,-7384.86,-12566.56,-17329.58
478,-8232.39,-3758.98,-6257.89,-5804.92,-7387.04,-12566.56,-17329.58
479,-8232.39,-3758.98,-6265.02,-5804.92,-7390.85,-12566.56,-17329.58
480,-8235.54,-3758.98,-6272.55,-5804.92,-7394.24,-12566.56,-17329.58
481,-8235.54,-3758.98,-6275.37,-5804.92,-7397.02,-12566.56,-17329.58
482,-8235.88,-3758.98,-6280.04,-5808.12,-7400.45,-12566.56,-17329.59
483,-8237.71,-3758.98,-6286.14,-5808.12,-7403.79,-12566.56,-17329.59
484,-8239.04,-3769.2,-6289.3,-5808.12,-7406.26,-12566.56,-17329.59
485,-8239.04,-3769.2,-6294.76,-5808.12,-7408.56,-12566.56,-17329.59
486,-8239.52,-3769.2,-6301.4,-5808.12,-7411.2,-12566.57,-17329.59
487,-8239.91,-3776.86,-6305.53,-5808.12,-7413.38,-12566.57,-17329.59
488,-8239.91,-3776.86,-6308.61,-5814.78,-7416.19,-12566.57,-17329.59
489,-8239.91,-3776.86,-6310.74,-5814.78,-7419.02,-12566.57,-17329.59
490,-8240.47,-3776.86,-6315.23,-5814.78,-7421.8,-12566.57,-17329.59
491,-8240.89,-3776.86,-6318.61,-5814.78,-7423.93,-12566.57,-17329.59
492,-8240.89,-3776.86,-6321.51,-5814.78,-7426.23,-12566.57,-17329.59
493,-8241.1,-3776.86,-6325.59,-5814.78,-7428.68,-12566.57,-17329.59
494,-8241.58,-3776.86,-6328.82,-5814.78,-7429.87,-12566.58,-17329.59
495,-8241.63,-3776.86,-6331.62,-5814.78,-7431.39,-12566.58,-17329.59
496,-8241.63,-3776.86,-6333.76,-5814.78,-7432.46,-12566.58,-17329.59
497,-8241.84,-3776.86,-6335.67,-5814.78,-7433.53,-12566.58,-17329.59
498,-8241.95,-3776.86,-6337.62,-5814.78,-7434.47,-12566.59,-17329.59
499,-8242.03,-3776.86,-6339.26,-5814.78,-7435.05,-12566.6,-17329.59
500,-8242.03,-3776.86,-6340.18,-5826.7,-7435.38,-12566.6,-17329.59
