No. of Iterations,MFO,FFA,GWO,DE,MVO,HHO,MFOS
129,-7788.07,-3494.58,-3378.65,-4838.99,-4177.26,-12357.36,-15551.53
130,-7798.96,-3519.9,-3378.65,-4838.99,-4177.26,-12357.41,-15639.76
131,-7807,-3519.9,-3378.65,-4838.99,-4177.26,-12357.46,-15718.37
132,-7816.72,-3519.9,-3378.65,-4838.99,-4179.15,-12357.56,-15758.58
133,-7825.28,-3519.9,-3385.65,-4850.67,-4182.55,-12357.57,-15805.77
134,-7829.77,-3519.9,-3385.65,-4863.51,-4191.21,-12357.6,-15863.91
135,-7834.6,-3519.9,-3385.65,-4863.51,-4191.21,-12357.61,-15885.35
136,-7846.95,-3519.9,-3385.65,-4863.51,-4191.21,-12357.61,-15938.24
137,-7855.12,-3519.9,-3385.65,-4863.51,-4207.58,-12357.69,-15975.41
138,-7863.94,-3519.9,-3393.62,-4880.72,-4207.58,-12357.7,-15996.38
139,-7878.32,-3519.9,-3393.62,-4880.72,-4207.58,-12357.7,-16023.3
140,-7888.85,-3519.9,-3393.62,-4882.44,-4218.6,-12357.71,-16043.45
141,-7889.64,-3525.16,-3393.89,-4882.44,-4218.6,-12357.71,-16082.15
142,-7896.34,-3525.16,-3393.89,-4882.44,-4218.6,-12357.71,-16110.97
143,-7906.3,-3525.16,-3393.89,-4882.44,-4218.6,-12357.71,-16163.48
144,-7920.15,-3525.16,-3393.89,-4882.44,-4218.6,-12357.71,-16184.63
145,-7929.13,-3525.16,-3393.89,-4883.73,-4218.6,-12357.72,-16220.32
146,-7933.85,-3525.16,-3393.89,-4887.81,-4218.6,-12357.72,-16252.55
147,-7946.41,-3525.16,-3396.34,-4887.81,-4218.6,-12357.72,-16272.25
148,-7959.29,-3525.16,-3396.98,-4904.79,-4236.66,-12357.72,-16299.23
149,-7964.05,-3525.16,-3396.98,-4919.16,-4238.78,-12357.72,-16350.48
150,-7971.42,-3525.16,-3396.98,-4948.54,-4238.78,-12357.72,-16388.79
151,-7973.66,-3525.16,-3396.98,-4949.35,-4238.78,-12357.72,-16417.9
152,-7978,-3525.16,-3396.98,-4949.89,-4238.78,-12357.82,-16449.47
153,-7980.71,-3525.16,-3401.95,-4949.89,-4238.78,-12357.82,-16479.21
154,-7982.6,-3525.16,-3401.95,-4949.89,-4252.62,-12357.88,-16537.39
155,-7986.34,-3525.16,-3407.7,-4949.89,-4268.19,-12358.02,-16547.58
156,-7990.79,-3533.69,-3407.7,-4949.89,-4268.19,-12358.29,-16557.12
157,-8001.26,-3533.69,-3407.7,-4953.14,-4268.19,-12358.29,-16599.42
158,-8012.09,-3533.88,-3407.7,-4953.47,-4268.19,-12358.29,-16626.14
159,-8017.46,-3533.88,-3407.7,-4953.47,-4268.19,-12358.34,-16672.62
160,-8021.9,-3533.88,-3407.7,-4969.38,-4268.32,-12358.36,-16685.29
161,-8033.33,-3533.88,-3407.7,-4986.72,-4268.32,-12358.36,-16705.89
162,-8036.6,-3533.88,-3412.08,-5025.23,-4290.57,-12358.38,-16722.9
163,-8045.69,-3533.88,-3412.08,-5025.77,-4290.65,-12358.39,-16740.43
164,-8047.43,-3533.88,-3412.08,-5025.77,-4296.73,-12358.39,-16752.58
165,-8052.36,-3533.88,-3413.18,-5025.77,-4302.19,-12358.42,-16759.35
166,-8054.91,-3533.88,-3427.99,-5025.77,-4325.53,-12358.43,-16780.16
167,-8064.04,-3533.88,-3429.32,-5025.77,-4330.23,-12358.43,-16801.25
168,-8077.94,-3538.16,-3429.32,-5025.77,-4335.35,-12358.44,-16810.7
169,-8078.82,-3538.16,-3429.32,-5032.49,-4335.35,-12358.44,-16832.23
170,-8081.44,-3538.16,-3429.32,-5032.49,-4340.01,-12358.44,-16842.88
171,-8090.99,-3538.16,-3429.32,-5046.16,-4340.98,-12358.44,-16857.37
172,-8093.93,-3538.16,-3429.32,-5046.16,-4356.25,-12358.45,-16880.4
173,-8097.38,-3538.16,-3429.32,-5046.16,-4367.73,-12358.45,-16905.23
174,-8098.7,-3538.16,-3429.32,-5046.16,-4368.46,-12358.46,-16912.86
175,-8104.31,-3538.16,-3429.32,-5046.16,-4384.72,-12358.46,-16921.84
176,-8107.38,-3538.16,-3429.32,-5046.16,-4404.36,-12358.46,-16936.43
177,-8109.65,-3538.16,-3429.32,-5062.03,-4404.36,-12358.46,-16957.07
178,-8111.92,-3538.16,-3429.32,-5062.03,-4404.36,-12358.46,-16969.79
179,-8113.63,-3538.16,-3429.32,-5062.03,-4408.26,-12358.46,-16983.08
180,-8115.41,-3538.16,-3429.32,-5062.03,-4411.24,-12358.46,-16992.38
181,-8122.09,-3538.35,-3429.32,-5062.03,-4412.94,-12358.46,-17005.84
182,-8125.81,-3538.35,-3429.32,-5077.19,-4427.09,-12358.46,-17022.38
183,-8127.06,-3538.35,-3429.36,-5095.98,-4443.14,-12358.46,-17036.12
184,-8135.86,-3538.35,-3429.36,-5095.98,-4461.12,-12358.47,-17043.76
185,-8138.15,-3542.59,-3429.36,-5095.98,-4463.12,-12358.48,-17051.13
186,-8139.9,-3542.59,-3434.65,-5106.8,-4465.47,-12358.48,-17060.44
187,-8142.38,-3542.59,-3434.65,-5106.8,-4475.83,-12358.48,-17064.9
188,-8144.67,-3542.59,-3441.46,-5106.8,-4475.83,-12358.48,-17068.06
189,-8145.72,-3542.59,-3442.62,-5106.8,-4492.82,-12358.49,-17085.86
190,-8146.96,-3542.59,-3452.25,-5106.8,-4492.82,-12358.49,-17093.66
191,-8150.11,-3542.59,-3482.62,-5106.8,-4492.82,-12358.49,-17104.56
192,-8151,-3542.59,-3482.62,-5112.26,-4510.48,-12358.49,-17112.16
193,-8152.57,-3549.99,-3482.62,-5130.65,-4510.48,-12358.59,-17114.84
194,-8154.42,-3549.99,-3482.62,-5133.65,-4515.16,-12358.59,-17122.87
195,-8157.25,-3550.68,-3482.62,-5133.65,-4531.31,-12358.59,-17129
196,-8159.26,-3550.68,-3482.62,-5133.65,-4542.64,-12358.61,-17137.93
197,-8161.85,-3550.68,-3503.27,-5133.65,-4542.64,-12358.61,-17141.5
198,-8164.2,-3550.68,-3506.28,-5143.63,-4546.62,-12358.63,-17149.33
199,-8165.27,-3550.68,-3506.28,-5149.34,-4573.1,-12358.63,-17164.72
200,-8169.56,-3550.68,-3506.28,-5149.34,-4573.1,-12358.63,-17168.63
201,-8171.42,-3550.68,-3506.28,-5149.34,-4575.76,-12359.69,-17176.36
202,-8173.08,-3550.68,-3506.28,-5149.34,-4583.23,-12360.28,-17182.79
203,-8175.04,-3550.68,-3516.46,-5149.34,-4591.63,-12361.84,-17188.17
204,-8176.17,-3550.68,-3516.46,-5158.42,-4603.44,-12361.84,-17192.46
205,-8178.93,-3550.68,-3554.52,-5158.42,-4603.44,-12362.18,-17197.6
206,-8179.2,-3550.68,-3559.92,-5167.55,-4610.32,-12362.24,-17202.33
207,-8179.59,-3550.68,-3559.92,-5182.98,-4620.74,-12381.6,-17208.36
208,-8180.01,-3550.68,-3573.6,-5182.98,-4639.93,-12381.6,-17212.4
209,-8182.31,-3550.68,-3573.6,-5182.98,-4644.64,-12440.8,-17214.98
210,-8183.08,-3550.68,-3573.6,-5182.98,-4651.43,-12440.83,-17217.92
211,-8184.18,-3550.68,-3582.8,-5184.92,-4651.43,-12444.93,-17220.73
212,-8185.16,-3550.68,-3582.8,-5184.92,-4651.43,-12445.37,-17225.08
213,-8187.21,-3550.68,-3582.8,-5218.22,-4693.18,-12445.38,-17226.99
214,-8188.31,-3550.68,-3593.65,-5218.22,-4714.7,-12445.38,-17229.61
215,-8195.03,-3550.68,-3603.31,-5238.23,-4735.42,-12445.45,-17233.65
216,-8195.6,-3550.68,-3603.31,-5238.23,-4749.05,-12445.46,-17238.23
217,-8195.81,-3550.68,-3615.13,-5238.99,-4756.03,-12445.68,-17243.33
218,-8196.63,-3550.68,-3615.8,-5253,-4761,-12445.81,-17246.08
219,-8197.61,-3554.51,-3615.8,-5253,-4771.22,-12445.83,-17250.25
220,-8197.75,-3554.51,-3626,-5253,-4812.14,-12445.83,-17254.67
221,-8198.27,-3554.51,-3626,-5253,-4837.83,-12445.83,-17257.3
222,-8198.54,-3554.51,-3626,-5253,-4855.66,-12445.95,-17260.12
223,-8198.91,-3554.51,-3626,-5254.05,-4889.03,-12445.95,-17263.8
224,-8199.44,-3554.51,-3626,-5254.05,-4903.11,-12445.96,-17266.62
225,-8200.13,-3554.51,-3626,-5254.05,-4903.11,-12445.96,-17269.11
226,-8200.2,-3554.51,-3626,-5254.05,-4917.77,-12445.96,-17270.63
227,-8203.27,-3554.51,-3629.25,-5254.05,-4973.88,-12445.96,-17272.66
228,-8204.37,-3554.51,-3629.25,-5254.05,-4988.19,-12445.96,-17273.79
229,-8204.56,-3554.51,-3632.79,-5258.65,-5022.68,-12445.96,-17276.76
230,-8205.09,-3554.51,-3632.79,-5258.65,-5030.55,-12445.96,-17278.25
231,-8206.09,-3554.51,-3634.05,-5258.65,-5036.55,-12446.02,-17281.1
232,-8207.3,-3554.51,-3634.05,-5264.9,-5039.86,-12446.09,-17282.17
233,-8208.61,-3554.51,-3635.33,-5264.9,-5051.92,-12446.09,-17283.45
234,-8208.76,-3571.86,-3638.46,-5264.97,-5052.68,-12446.1,-17284.44
235,-8209.52,-3571.86,-3657.07,-5266.05,-5072.36,-12446.1,-17286.29
236,-8209.62,-3584.02,-3660.06,-5271.33,-5078.94,-12446.1,-17288.15
237,-8210.29,-3584.02,-3660.06,-5271.33,-5081.94,-12446.1,-17289
238,-8211.18,-3584.02,-3660.06,-5271.33,-5084.93,-12446.11,-17290.24
239,-8211.99,-3584.02,-3663.22,-5271.33,-5122.13,-12446.11,-17290.93
240,-8213.27,-3584.02,-3671.41,-5271.33,-5143.19,-12446.11,-17292.57
241,-8213.71,-3584.02,-3671.41,-5285.31,-5151.11,-12446.13,-17293.87
242,-8214.18,-3584.02,-3671.41,-5287,-5168.64,-12446.13,-17295.79
243,-8214.74,-3591.71,-3671.41,-5291.44,-5170.66,-12446.13,-17296.48
244,-8214.97,-3591.71,-3671.41,-5291.44,-5170.66,-12446.13,-17297.37
245,-8215.33,-3591.71,-3671.41,-5291.44,-5176.25,-12446.14,-17297.84
246,-8215.66,-3591.71,-3689.03,-5291.44,-5190.32,-12446.14,-17299.98
247,-8216.04,-3591.71,-3689.03,-5310.12,-5201.81,-12446.16,-17300.85
248,-8216.09,-3591.71,-3689.03,-5310.12,-5201.81,-12446.16,-17301.48
249,-8216.32,-3591.71,-3689.03,-5330.92,-5205.3,-12446.16,-17302.07
250,-8216.77,-3591.71,-3689.37,-5330.92,-5215.47,-12446.16,-17302.83
251,-8217.11,-3591.71,-3689.37,-5330.92,-5268.05,-12446.16,-17304.13
252,-8217.56,-3591.71,-3691.04,-5330.92,-5276.9,-12446.17,-17305.63
253,-8217.72,-3591.71,-3696.44,-5330.92,-5283.55,-12446.17,-17306.91
254,-8217.88,-3591.71,-3696.44,-5352.58,-5313.97,-12446.17,-17307.34
255,-8217.98,-3591.71,-3699.65,-5352.58,-5322.65,-12446.17,-17308.61
256,-8218.37,-3591.71,-3728.3,-5352.58,-5351.87,-12446.17,-17308.89
257,-8218.72,-3591.71,-3728.3,-5359.85,-5351.87,-12446.18,-17309.35
258,-8219.45,-3591.71,-3749.04,-5361.52,-5358.7,-12446.18,-17309.71
259,-8219.62,-3591.71,-3770.92,-5361.52,-5373.45,-12446.18,-17310.1
260,-8219.77,-3591.71,-3770.92,-5361.52,-5373.78,-12446.18,-17310.71
261,-8219.96,-3591.71,-3770.92,-5361.52,-5380.71,-12446.18,-17311.37
262,-8220.19,-3591.71,-3776.32,-5361.52,-5384.81,-12446.19,-17312.32
263,-8220.28,-3591.71,-3776.32,-5361.52,-5398.37,-12446.19,-17312.99
264,-8220.66,-3591.71,-3776.32,-5361.52,-5414.13,-12446.19,-17313.42
265,-8220.77,-3591.71,-3776.32,-5362.31,-5420.93,-12446.19,-17314.1
266,-8221.1,-3591.71,-3776.32,-5393.13,-5425.36,-12446.19,-17314.52
267,-8221.36,-3591.71,-3792.22,-5393.13,-5430.03,-12446.19,-17315.27
268,-8221.69,-3591.71,-3796.3,-5393.13,-5437.17,-12446.19,-17315.62
269,-8221.84,-3591.71,-3799.5,-5394.28,-5443.7,-12446.2,-17316.27
270,-8221.89,-3596.7,-3799.5,-5394.28,-5447.61,-12446.2,-17316.65
271,-8222.09,-3596.7,-3799.5,-5394.28,-5455.36,-12446.2,-17317.03
272,-8222.13,-3596.7,-3799.5,-5394.28,-5476.32,-12446.2,-17317.31
273,-8222.25,-3596.7,-3799.5,-5412.81,-5483.72,-12446.2,-17317.65
274,-8222.31,-3596.7,-3836.55,-5412.81,-5505.34,-12446.2,-17317.83
275,-8222.45,-3596.7,-3836.55,-5412.81,-5532.16,-12446.2,-17318.21
276,-8222.71,-3596.7,-3836.55,-5412.81,-5532.16,-12446.2,-17318.91
277,-8222.86,-3596.7,-3839.32,-5412.81,-5538.16,-12446.2,-17319.29
278,-8222.93,-3596.7,-3839.32,-5412.81,-5571.34,-12446.2,-17319.8
279,-8223.16,-3596.7,-3855.28,-5412.81,-5587.77,-12446.2,-17320.03
280,-8223.28,-3596.7,-3862.41,-5412.81,-5598.32,-12446.2,-17320.49
281,-8223.32,-3596.7,-3872.55,-5412.81,-5617.68,-12446.2,-17320.91
282,-8223.47,-3610.97,-3872.55,-5412.81,-5621.96,-12446.2,-17321.31
283,-8223.72,-3610.97,-3872.55,-5412.81,-5621.96,-12446.2,-17322.06
284,-8223.74,-3610.97,-3872.55,-5429.92,-5638.57,-12446.2,-17322.23
285,-8224.02,-3610.97,-3872.91,-5429.92,-5659.37,-12446.2,-17322.5
286,-8224.04,-3610.97,-3885.4,-5429.92,-5671.02,-12446.2,-17322.64
287,-8224.1,-3610.97,-3921.97,-5429.92,-5681.06,-12446.2,-17322.81
288,-8224.15,-3610.97,-3924.64,-5429.92,-5681.06,-12446.2,-17322.95
289,-8224.31,-3610.97,-3924.64,-5429.92,-5694.09,-12446.2,-17323.12
290,-8224.33,-3610.97,-3941.3,-5429.92,-5704.47,-12446.2,-17323.3
291,-8224.55,-3629.87,-3941.3,-5429.92,-5704.47,-12446.21,-17323.59
292,-8224.59,-3629.87,-3948.82,-5429.92,-5709.59,-12446.24,-17323.82
293,-8224.67,-3629.87,-3949.35,-5429.92,-5726.37,-12446.24,-17324.06
294,-8224.72,-3629.87,-3965.42,-5429.92,-5732.61,-12446.24,-17324.25
295,-8224.77,-3629.87,-3965.42,-5429.92,-5740.95,-12446.24,-17324.5
296,-8224.88,-3629.87,-4007.27,-5431.95,-5751.65,-12446.25,-17324.69
297,-8224.91,-3656.06,-4008.45,-5440.3,-5760.29,-12446.25,-17325.01
298,-8224.96,-3656.06,-4012.61,-5440.3,-5769.58,-12446.25,-17325.14
299,-8224.98,-3656.06,-4012.86,-5440.3,-5785.39,-12446.25,-17325.32
300,-8225.08,-3656.06,-4015.05,-5444.03,-5785.53,-12446.25,-17325.33
301,-8225.1,-3656.06,-4036.41,-5444.03,-5814.88,-12446.25,-17325.56
302,-8225.16,-3656.06,-4044.87,-5444.03,-5815.38,-12446.26,-17325.61
303,-8225.24,-3656.06,-4053.98,-5444.03,-5823.95,-12446.26,-17325.72
304,-8225.29,-3656.06,-4057.61,-5444.03,-5845.87,-12446.26,-17325.83
305,-8225.43,-3656.06,-4060.03,-5444.03,-5856.93,-12446.26,-17325.94
306,-8225.43,-3656.06,-4096.67,-5444.03,-5863.86,-12446.26,-17326.09
307,-8225.45,-3656.06,-4109.52,-5444.03,-5881.86,-12446.26,-17326.2
308,-8225.47,-3656.06,-4124.42,-5444.03,-5893.75,-12446.3,-17326.3
309,-8225.58,-3656.06,-4124.42,-5444.03,-5917.76,-12446.32,-17326.5
310,-8225.61,-3656.06,-4124.42,-5466.29,-5918.47,-12446.32,-17326.55
311,-8225.61,-3656.06,-4125.62,-5493.51,-5927.79,-12446.34,-17326.61
312,-8225.61,-3656.06,-4132.25,-5496.25,-5958.56,-12446.35,-17326.73
313,-8225.62,-3656.06,-4137.56,-5496.25,-5958.56,-12446.35,-17326.93
314,-8225.63,-3656.06,-4144.67,-5500.48,-5958.56,-12530.06,-17327.02
315,-8225.65,-3656.06,-4144.67,-5500.48,-5992.62,-12539.01,-17327.07
316,-8225.68,-3656.06,-4154.76,-5500.48,-6008.55,-12564.1,-17327.16
317,-8225.73,-3656.06,-4170.98,-5500.48,-6025.31,-12564.3,-17327.25
