No. of Iterations,MFO,FFA,GWO,DE,MVO,HHO,MFOS
180,34086.89,48571.68,55002.22,61306.95,66227.96,22297.9,7106.35
181,34010.55,48563.77,54999.16,61305.48,66225.91,22292.83,7092.35
182,33934.21,48555.86,54996.1,61304.01,66223.86,22287.76,7078.35
183,33857.87,48547.95,54993.04,61302.54,66221.81,22282.69,7064.35
184,33781.53,48540.04,54989.98,61301.07,66219.76,22277.62,7050.35
185,33705.19,48532.13,54986.92,61299.6,66217.71,22272.55,7036.35
186,33628.85,48524.22,54983.86,61298.13,66215.66,22267.48,7022.35
187,33552.51,48516.31,54980.8,61296.66,66213.61,22262.41,7008.35
188,33476.17,48508.4,54977.74,61295.19,66211.56,22257.34,6994.35
189,33399.83,48500.49,54974.68,61293.72,66209.51,22252.27,6980.35
190,33323.49,48492.58,54971.62,61292.25,66207.46,22247.2,6966.35
191,33247.15,48484.67,54968.56,61290.78,66205.41,22242.13,6952.35
192,33170.81,48476.76,54965.5,61289.31,66203.36,22237.06,6938.35
193,33094.47,48468.85,54962.44,61287.84,66201.31,22231.99,6924.35
194,33018.13,48460.94,54959.38,61286.37,66199.26,22226.92,6910.35
195,32941.79,48453.03,54956.32,61284.9,66197.21,22221.85,6896.35
196,32865.45,48445.12,54953.26,61283.43,66195.16,22216.78,6882.35
197,32789.11,48437.21,54950.2,61281.96,66193.11,22211.71,6791.77
198,32712.77,48429.3,54947.14,61280.49,66191.06,22206.64,6571.75
199,32636.43,48421.39,54944.08,61279.02,66189.01,22201.57,6530.33
200,32560.09,48413.48,54941.02,61277.55,66186.96,22196.5,6509.58
201,32483.75,48405.57,54937.96,61276.08,66184.91,22191.43,6421.44
202,32407.41,48397.66,54934.9,61274.61,66182.86,22186.36,6236.03
203,32331.07,48389.75,54931.84,61273.14,66180.81,22181.29,6061.63
204,32254.73,48381.84,54928.78,61271.67,66178.76,22176.22,5887.17
205,32178.39,48373.93,54925.72,61270.2,66176.71,22171.15,5796.55
206,32102.05,48366.02,54922.66,61268.73,66174.66,22166.08,5603.69
207,32025.71,48358.11,54919.6,61267.26,66172.61,22161.01,5468.7
208,31949.37,48350.2,54916.54,61265.79,66170.56,22155.94,5439.44
209,31873.03,48342.29,54913.48,61264.78,66168.51,22150.87,5050.46
210,31796.69,48334.38,54910.42,61263.77,66166.46,22145.8,4925.17
211,31720.35,48326.47,54907.36,61262.76,66135.99,22140.73,4616.25
212,31644.01,48318.56,54904.3,61261.75,66105.52,22135.66,4442.32
213,31567.67,48310.65,54901.24,61260.74,66075.05,22130.59,4350.19
214,31491.33,48302.74,54898.18,61259.73,66044.58,22125.52,4285.08
215,31414.99,48294.83,54895.12,61258.72,66014.11,22123.45,4262.07
216,31338.65,48286.92,54892.06,61257.71,65983.64,22121.38,4149.12
217,31262.31,48279.01,54889,61256.7,65953.17,22119.31,4113.66
218,31185.97,48271.1,54885.94,61255.69,65922.7,22117.24,3999.41
219,31109.63,48263.19,54882.88,61254.68,65892.23,22115.17,3862.89
220,31033.29,48255.28,54879.82,61253.67,65861.76,22113.1,3683.96
221,30956.95,48247.37,54876.76,61252.66,65831.29,22111.03,3645.27
222,30880.61,48239.46,54873.7,61251.65,65794.05,22108.96,3619.5
223,30804.27,48233.83,54870.64,61250.64,65756.81,22106.89,3549.78
224,30727.93,48228.2,54867.58,61249.63,65719.57,22104.82,3253.29
225,30651.59,48222.57,54864.52,61248.62,65682.33,22102.75,3236.21
226,30575.25,48216.94,54861.46,61247.61,65645.09,22100.68,3108.15
227,30498.91,48211.31,54858.4,61246.6,65607.85,22098.61,3060.28
228,30422.57,48205.68,54855.34,61245.59,65570.61,22096.54,2837.95
229,30346.23,48200.05,54852.28,61244.58,65533.37,22094.47,2725.64
230,30269.89,48194.42,54849.22,61243.57,65496.13,22092.4,2622.06
231,30193.55,48188.79,54846.16,61242.56,65458.89,22090.33,2588.32
232,30117.21,48183.16,54843.1,61241.55,65421.65,22088.26,2494.76
233,30040.87,48177.53,54840.04,61240.54,65384.41,22086.19,2435.93
234,29964.53,48171.9,54836.98,61239.53,65347.17,22084.12,2314.69
235,29888.19,48166.27,54833.92,61238.52,65286.09,22082.05,2207.56
236,29811.85,48160.64,54830.86,61237.51,65225.01,22079.98,2144.33
237,29735.51,48155.01,54827.8,61236.5,65163.93,22077.91,2112.05
238,29659.17,48149.38,54824.74,61235.49,65102.85,22075.84,1924.24
239,29582.83,48143.75,54821.68,61234.48,65041.77,22073.77,1763.85
240,29542.67,48138.12,54818.62,61233.47,64980.69,22071.7,1687.91
241,29502.51,48132.49,54815.56,61232.46,64919.61,22069.63,1610.8
242,29462.35,48126.86,54812.5,61231.45,64858.53,22067.56,1551.81
243,29422.19,48121.23,54809.44,61230.44,64797.45,22065.49,1495.36
244,29382.03,48115.6,54806.38,61229.43,64736.37,22063.42,1470.97
245,29341.87,48109.97,54803.32,61228.42,64675.29,22061.35,1430.71
246,29301.71,48104.34,54800.26,61227.41,64614.21,22059.28,1382.05
247,29261.55,48098.71,54797.2,61226.4,64553.13,22057.21,1359.34
248,29221.39,48093.08,54794.14,61225.39,64482.23,22055.14,1325.21
249,29181.23,48087.45,54791.08,61224.38,64411.33,22053.07,1295.86
250,29141.07,48081.82,54788.02,61223.37,64340.43,22051,1275.91
251,29100.91,48076.19,54784.96,61222.36,64269.53,22048.93,1199.79
252,29060.75,48070.56,54781.9,61221.35,64198.63,22046.86,1124.25
253,29020.59,48064.93,54778.84,61220.34,64127.73,22044.79,1052.8
254,28980.43,48059.3,54775.78,61219.33,64056.83,22042.72,1007.88
255,28940.27,48053.67,54772.72,61218.32,63985.93,22040.65,994.03
256,28900.11,48048.04,54769.66,61217.31,63915.03,22038.58,957.27
257,28859.95,48042.41,54766.6,61216.3,63844.13,22036.51,920.8
258,28819.79,48036.78,54763.54,61215.29,63773.23,22034.44,827.17
259,28779.63,48031.15,54760.48,61214.28,63702.33,22032.37,799.52
260,28739.47,48025.52,54757.42,61213.27,63631.43,22030.3,687.54
261,28699.31,48019.89,54754.36,61212.26,63560.53,22028.23,612.98
262,28659.15,48014.26,54751.3,61211.25,63489.63,22026.16,608.11
263,28618.99,48008.63,54748.24,61210.24,63418.73,22024.09,596.61
264,28578.83,48003,54745.18,61209.23,63328.36,22022.02,575.26
265,28538.67,47997.37,54742.12,61208.22,63237.99,22019.95,517.09
266,28498.51,47991.74,54739.06,61207.21,63147.62,22017.88,501.78
267,28458.35,47986.11,54736,61206.2,63057.25,22015.81,454.67
268,28418.19,47980.48,54732.94,61205.19,62966.88,22013.74,410.74
269,28378.03,47974.85,54729.88,61204.18,62876.51,22011.67,393.57
270,28337.87,47969.22,54726.82,61203.17,62786.14,22009.6,385.63
271,28297.71,47963.59,54723.76,61202.16,62695.77,22007.53,354.86
272,28257.55,47957.96,54720.7,61201.15,62605.4,22005.46,338.32
273,28217.39,47952.33,54717.64,61200.14,62515.03,22003.39,324.66
274,28177.23,47946.7,54714.58,61199.13,62424.66,22001.32,279.43
275,28137.07,47941.07,54711.52,61198.12,62334.29,21999.25,276.41
276,28096.91,47935.44,54708.46,61197.11,62243.92,21997.18,271.96
277,28056.75,47929.81,54705.4,61196.1,62153.55,21995.11,267.8
278,28016.59,47924.18,54702.34,61195.09,62063.18,21993.04,261.03
279,27976.43,47918.55,54699.28,61194.08,61972.81,21990.97,247.12
280,27936.27,47912.92,54696.22,61193.07,61882.44,21988.9,231.41
281,27896.11,47907.29,54693.16,61192.06,61792.07,21986.83,226.85
282,27855.95,47901.66,54690.1,61191.05,61681,21984.76,202.2
283,27815.79,47896.03,54687.04,61190.04,61569.93,21982.69,195.34
284,27775.63,47890.4,54683.98,61189.03,61458.86,21980.62,190.27
285,27735.47,47884.77,54680.92,61188.02,61347.79,21978.55,181.52
286,27695.31,47879.14,54677.86,61187.01,61236.72,21976.48,171.28
287,27655.15,47873.51,54674.8,61186,61125.65,21974.41,166.92
288,27614.99,47867.88,54671.74,61184.99,61014.58,21972.34,161.45
289,27574.83,47862.25,54668.68,61183.98,60903.51,21970.27,160.8
290,27534.67,47856.62,54665.62,61182.97,60792.44,21968.2,157.55
291,27494.51,47850.99,54662.56,61181.96,60681.37,21966.13,153.9
292,27454.35,47845.36,54659.5,61180.95,60570.3,21964.06,152.06
293,27414.19,47839.73,54656.44,61179.94,60459.23,21961.99,151.14
294,27374.03,47834.1,54654.76,61178.93,60348.16,21959.92,147.89
295,27333.87,47828.47,54653.08,61177.92,60237.09,21957.85,142.09
296,27293.71,47822.84,54651.4,61176.91,60126.02,21955.78,137.08
297,27253.55,47817.21,54649.72,61175.9,60014.95,21953.71,124.83
298,27213.39,47811.58,54648.04,61174.89,59903.88,21951.64,124.11
299,27173.23,47805.95,54646.36,61173.88,59792.81,21949.57,121.94
300,27133.07,47800.32,54644.68,61172.87,59681.74,21947.5,119.89
301,27092.91,47794.69,54643,61171.86,59570.67,21945.43,118.49
302,27052.75,47789.06,54641.32,61170.85,59459.6,21943.36,118.49
303,27012.59,47783.43,54639.64,61169.84,59348.53,21941.29,117.87
304,26972.43,47777.8,54637.96,61168.83,59237.46,21939.22,117.62
305,26932.27,47772.17,54636.28,61167.82,59103.18,21937.15,113.85
306,26892.11,47766.54,54634.6,61166.81,58968.9,21935.08,98.38
307,26851.95,47760.91,54632.92,61165.8,58834.62,21933.01,96.41
308,26811.79,47755.28,54631.24,61164.79,58700.34,21930.94,94.89
309,26771.63,47749.65,54629.56,61163.78,58566.06,21928.87,94.39
310,26731.47,47744.02,54627.88,61162.77,58431.78,21926.8,92.31
311,26691.31,47738.39,54626.2,61161.76,58297.5,21924.73,92.22
312,26651.15,47732.76,54624.52,61160.75,58163.22,21922.66,87.91
313,26610.99,47727.13,54622.84,61159.74,58028.94,21920.59,87.66
314,26570.83,47721.5,54621.16,61158.73,57894.66,21918.52,85.97
315,26530.67,47715.87,54619.48,61157.72,57760.38,21916.45,84.01
316,26490.51,47710.24,54617.8,61156.71,57626.1,21914.38,78.92
317,26450.35,47704.61,54616.12,61155.7,57491.82,21912.31,78.35
318,26410.19,47698.98,54614.44,61154.69,57357.54,21910.24,78.01
319,26370.03,47693.35,54612.76,61153.68,57223.26,21908.17,75.71
320,26329.87,47687.72,54611.08,61152.67,57088.98,21906.1,67.68
321,26289.71,47682.09,54609.4,61151.66,56954.7,21904.03,59.39
322,26257.29,47676.46,54607.72,61150.65,56820.42,21901.96,58.18
323,26224.87,47670.83,54606.04,61149.64,56686.14,21899.89,58.05
324,26192.45,47665.2,54604.36,61148.63,56551.86,21897.82,55.82
325,26160.03,47659.57,54602.68,61147.62,56417.58,21895.75,55.58
326,26127.61,47653.94,54601,61146.61,56283.3,21893.68,55.49
327,26095.19,47648.31,54599.32,61146.05,56149.02,21891.61,55.24
328,26062.77,47642.68,54597.64,61145.49,56014.74,21889.54,52.04
329,26030.35,47637.05,54595.96,61144.93,55880.46,21887.47,51.49
330,25997.93,47631.42,54594.28,61144.37,55746.18,21885.4,50.83
331,25965.51,47625.79,54592.6,61143.81,55611.9,21883.33,50.15
332,25933.09,47620.16,54590.92,61143.25,55477.62,21881.26,50
333,25900.67,47614.53,54589.24,61142.69,55343.34,21879.19,49.98
334,25868.25,47608.9,54587.56,61142.13,55209.06,21877.12,49.35
335,25835.83,47603.27,54585.88,61141.57,55074.78,21875.05,48.81
336,25803.41,47597.64,54584.2,61141.01,54940.5,21872.98,48.76
337,25770.99,47592.01,54582.52,61140.45,54781.82,21870.91,48.51
338,25738.57,47586.38,54580.84,61139.89,54623.14,21868.84,47.69
339,25706.15,47580.75,54579.16,61139.33,54464.46,21866.77,47.05
340,25673.73,47575.12,54577.48,61138.77,54305.78,21864.7,46.71
341,25641.31,47569.49,54575.8,61138.21,54147.1,21862.63,46.53
342,25608.89,47563.86,54574.12,61137.65,53988.42,21860.56,46.15
343,25576.47,47558.23,54572.44,61137.09,53829.74,21858.49,46.09
344,25544.05,47552.6,54570.76,61136.53,53671.06,21856.42,45.22
345,25511.63,47546.97,54569.08,61135.97,53512.38,21854.35,43.76
346,25479.21,47541.34,54567.4,61135.41,53353.7,21852.28,43.53
347,25446.79,47535.71,54565.72,61134.85,53195.02,21850.21,43.25
348,25414.37,47530.08,54564.04,61134.29,53036.34,21848.14,43.25
349,25381.95,47524.45,54562.36,61133.73,52877.66,21846.07,42.76
350,25349.53,47518.82,54560.68,61133.17,52718.98,21844,42.13
351,25317.11,47513.19,54559,61132.61,52560.3,21841.93,42.03
352,25284.69,47507.56,54557.32,61132.05,52401.62,21839.86,41.44
353,25252.27,47501.93,54555.64,61131.49,52242.94,21837.79,41.15
354,25219.85,47496.3,54553.96,61130.93,52084.26,21835.72,40.97
355,25187.43,47490.67,54552.28,61130.37,51925.58,21833.65,39.77
356,25155.01,47485.04,54550.6,61129.81,51766.9,21831.58,39.77
357,25122.59,47479.41,54548.92,61129.25,51608.22,21829.51,38.75
358,25090.17,47476.77,54547.24,61128.69,51449.54,21827.44,38.59
359,25057.75,47474.13,54545.56,61128.13,51290.86,21825.37,38
360,25025.33,47471.49,54543.88,61127.57,51132.18,21823.3,37.59
361,24992.91,47468.85,54542.2,61127.01,50973.5,21821.23,36.99
362,24960.49,47466.21,54540.52,61126.45,50814.82,21819.16,36.75
363,24928.07,47463.57,54538.84,61125.89,50656.14,21817.09,36.64
364,24895.65,47460.93,54537.16,61125.33,50497.46,21815.02,36.46
365,24863.23,47458.29,54535.48,61124.77,50338.78,21812.95,36.46
366,24830.81,47455.65,54533.8,61124.21,50180.1,21810.88,36.37
367,24798.39,47453.01,54532.12,61123.65,50021.42,21808.81,35.92
368,24765.97,47450.37,54530.44,61123.09,49862.74,21806.74,35.81
369,24733.55,47447.73,54528.76,61122.53,49704.06,21804.67,35.72
370,24701.13,47445.09,54527.08,61121.97,49545.38,21802.6,35.57
371,24668.71,47442.45,54525.4,61121.41,49361.44,21800.53,35.3
372,24636.29,47439.81,54523.72,61120.85,49177.5,21798.46,35.26
373,24603.87,47437.17,54522.04,61120.29,48993.56,21796.39,35.18
374,24571.45,47434.53,54520.36,61119.73,48809.62,21794.32,35.13
375,24539.03,47431.89,54518.68,61119.17,48625.68,21792.25,35.12
376,24506.61,47429.25,54517,61118.61,48441.74,21790.18,33.5
377,24474.19,47426.61,54515.32,61118.05,48257.8,21788.11,32.36
378,24441.77,47423.97,54513.64,61117.49,48073.86,21786.04,31.55
379,24409.35,47421.33,54511.96,61116.93,47889.92,21783.97,31.08
380,24376.93,47418.69,54510.28,61116.37,47705.98,21781.9,30.91
381,24344.51,47416.05,54508.6,61115.81,47522.04,21779.83,29.88
382,24312.09,47413.41,54506.92,61115.25,47338.1,21777.76,29.86
383,24279.67,47410.77,54505.24,61114.69,47154.16,21775.69,29.82
384,24247.25,47408.13,54503.56,61114.13,46970.22,21773.62,29.65
385,24214.83,47405.49,54501.88,61113.57,46786.28,21771.55,28.93
386,24182.41,47402.85,54500.2,61113.01,46602.34,21769.48,28.45
