No. of Iterations,MFO,FFA,GWO,DE,MVO,HHO,MFOS
142,190.13,226.62,198.29,229.96,248.88,226.19,0
143,189.51,225.35,197.29,229.96,248.88,225.33,0
144,188.85,224.59,196.29,229.96,248.88,221.7,0
145,188.32,222.8,195.29,229.37,248.88,221.3,0
146,188.01,221.71,194.29,229.37,248.88,220.01,0
147,187.4,220.43,193.29,229.18,248.88,219.24,0
148,186.83,219.43,192.29,229.18,248.88,215.7,0
149,185.93,218.1,191.29,227.83,248.88,214.32,0
150,185.48,217.46,190.29,227.51,248.88,212.65,0
151,185.23,215.94,189.29,226.97,248.88,212.49,0
152,184.53,214.75,188.29,226.64,248.88,212.13,0
153,184.28,211.77,187.29,226.03,248.88,210.84,0
154,183.9,210.11,186.29,225.96,248.88,210.57,0
155,183.6,206.9,185.29,225.96,248.88,210.37,0
156,183.21,205.73,184.29,225.83,248.88,209.38,0
157,182.78,203.71,183.29,225.25,248.88,209.38,0
158,182.44,202.35,182.29,225.25,248.86,207,0
159,181.66,200.43,181.29,224.44,248.86,206.41,0
160,181.47,198.38,180.29,224.44,248.86,204.85,0
161,181.12,196.7,179.29,224.07,248.86,204.85,0
162,180.86,196.22,178.29,223.62,248.86,204.85,0
163,180.63,193.71,177.29,223.62,248.86,204.52,0
164,180.28,192.95,176.29,223.62,248.86,203.02,0
165,180.04,191.57,175.29,223.29,248.86,200.25,0
166,179.13,189.94,174.29,223.29,248.86,200.25,0
167,178.8,188.71,173.29,223.17,248.86,199.32,0
168,178.62,185.78,172.29,222.57,248.86,198.47,0
169,178.17,183.68,171.29,222.01,248.86,195.63,0
170,177.9,181.31,170.29,221.28,248.86,194.62,0
171,177.8,179.62,169.29,221.23,248.86,193.93,0
172,177.44,177.29,168.29,221.23,248.86,190.82,0
173,176.72,175.64,167.29,220.77,248.86,190.48,0
174,176.41,172.64,166.29,220.77,248.86,189.9,0
175,176.13,171.09,165.29,220.77,248.86,189.29,0
176,175.89,170.83,164.29,220.64,248.86,189.15,0
177,175.67,170.4,163.29,220.64,248.86,189.02,0
178,175.39,169.93,162.29,220.64,248.86,187.9,0
179,175.17,168.97,161.29,220.08,248.86,187.56,0
180,174.85,167.7,160.29,219.56,248.86,186.08,0
181,174.28,166.78,159.29,219.56,248.86,185.16,0
182,174.08,164.55,158.29,219.56,248.86,183.83,0
183,173.8,162.63,157.29,219.15,248.86,182.46,0
184,173.38,160.46,156.29,219.07,248.86,181.91,0
185,173.11,160.1,155.29,218.41,248.86,181.74,0
186,172.83,159.04,154.29,218.41,248.86,180.04,0
187,172.53,157.75,153.29,218.41,248.86,178.88,0
188,172.46,156.7,152.29,218.02,248.86,178.22,0
189,172.22,156.35,151.29,218.02,248.86,175.32,0
190,171.99,154.77,150.29,218.02,248.86,171.9,0
191,171.69,154.39,149.29,218.02,248.86,170.78,0
192,171.54,154.04,148.29,217.52,248.86,170.13,0
193,171.26,153.16,147.29,216.06,248.86,169.09,0
194,170.86,152.59,146.29,216.06,248.86,168.71,0
195,170.23,151.45,145.29,216.06,248.86,165.41,0
196,170.05,150.67,144.29,216.06,248.86,165.01,0
197,169.89,149.56,143.29,216.04,248.86,164.49,0
198,169.7,148.4,142.29,215.85,248.86,163.53,0
199,169.35,147.63,141.29,215.68,248.86,161.04,0
200,168.98,146.99,140.29,214.31,248.86,159.87,0
201,168.57,145.77,139.79,213.2,248.86,159.49,0
202,168.47,144.04,139.29,213.2,248.86,159.17,0
203,168.25,143.46,138.79,213.2,248.86,155.65,0
204,168.04,142.2,138.29,213.2,248.86,154.93,0
205,167.89,140.94,137.79,213.2,248.86,154.42,0
206,167.57,140.69,137.29,212.8,248.86,153.29,0
207,167.4,140.09,136.79,212.8,248.86,153.05,0
208,167.22,138.45,136.29,212.52,248.86,152.03,0
209,166.95,137.51,135.79,212.52,248.86,148.53,0
210,166.78,136.68,135.29,212.52,248.86,147.62,0
211,166.4,135.16,134.79,212.52,248.86,146.12,0
212,166,134.49,134.29,212.52,248.86,145.48,0
213,165.74,134.13,133.79,212.52,248.86,144.36,0
214,165.36,133.14,133.29,212.12,248.86,143.66,0
215,165.04,132.44,132.79,212.12,248.86,142.26,0
216,164.89,132.14,132.29,212.12,248.86,141.71,0
217,164.71,130.48,131.79,211.65,248.86,140.59,0
218,164.61,129.35,131.29,211.65,248.86,138.23,0
219,164.52,129,130.79,211.65,248.86,137.08,0
220,164.32,128.31,130.29,211.65,248.86,136.8,0
221,163.79,126.96,129.79,211.65,248.86,135.04,0
222,163.61,126.1,129.29,211.2,248.86,135.04,0
223,163.34,125.13,128.79,211.2,248.86,133.6,0
224,163.25,124.5,128.29,211.18,248.86,131.9,0
225,163.04,123.41,127.79,211.18,248.86,131.74,0
226,162.95,122.5,127.29,210.01,248.86,131.55,0
227,162.68,121.96,126.79,209.7,248.86,131.26,0
228,162.53,121.31,126.29,209.7,248.86,131.26,0
229,162.39,120.46,125.79,209.6,248.86,131.01,0
230,162.25,119.91,125.29,209.6,248.86,128.46,0
231,162.07,119.44,124.79,209.3,248.86,127.46,0
232,161.86,118.13,124.29,208.99,248.86,124.47,0
233,161.55,117.27,123.79,208.99,248.86,122.84,0
234,161.45,116.88,123.29,208.97,248.86,120.18,0
235,161.38,116.2,122.79,208.1,248.86,119.43,0
236,161.23,115.63,122.29,208.1,248.86,117.38,0
237,161.17,114.99,121.79,208.03,248.86,116.5,0
238,161.06,114.32,121.29,208.03,248.86,114.9,0
239,160.91,113.64,120.79,208.03,248.86,113.36,0
240,160.61,112.44,120.29,208.03,248.86,110.68,0
241,160.41,111.95,119.79,207.5,248.86,109.37,0
242,160.3,111.34,119.29,207.5,248.86,107.66,0
243,160.16,110.56,118.79,207.5,248.86,103.59,0
244,160.07,110.06,118.29,207.13,248.86,102.49,0
245,159.95,109.47,117.79,207.13,248.86,100.23,0
246,159.26,109.03,117.29,207.13,248.86,98.96,0
247,159.09,108.51,116.79,207.13,248.86,98.15,0
248,159.04,107.68,116.29,207.13,248.86,98.04,0
249,158.62,107.22,115.79,206.96,248.86,96.97,0
250,158.59,106.79,115.29,206.96,248.86,96.46,0
251,158.53,106.18,114.79,205.96,248.86,95.7,0
252,158.44,105.57,114.29,205.96,248.86,95.62,0
253,158.14,105.25,113.79,205.96,248.86,95.23,0
254,158.07,104.8,113.29,205.87,248.86,95.21,0
255,157.79,104.24,112.79,205.87,248.86,95.04,0
256,157.6,104.01,112.29,205.27,248.86,94.2,0
257,157.55,103.58,111.79,205.27,248.86,92.76,0
258,157.52,103.13,111.29,204.6,248.86,92.58,0
259,157.38,102.55,110.79,204.6,248.86,89.21,0
260,157.23,102.24,110.29,204.6,248.86,87.3,0
261,157.14,101.87,109.79,204.6,248.86,86.39,0
262,157.07,101.23,109.29,204.6,248.86,86.34,0
263,156.84,100.73,108.79,204.12,248.86,86.32,0
264,156.61,100.26,108.29,202.51,248.86,85.57,0
265,156.57,100.03,107.79,202.18,248.86,85.37,0
266,156.53,99.77,107.29,202.13,248.86,85.09,0
267,156.25,99.48,106.79,202.05,248.86,83.31,0
268,156.12,99.15,106.29,202.05,248.86,83.17,0
269,155.96,98.82,105.79,202.05,248.86,82.26,0
270,155.92,98.58,105.29,202.05,248.86,81.58,0
271,155.88,98.31,104.79,201.6,248.86,80.89,0
272,155.68,97.82,104.29,201.6,248.86,80.33,0
273,155.61,97.62,103.79,201.6,248.86,79.66,0
274,155.57,97.32,103.29,201.6,248.86,79.33,0
275,155.52,96.97,102.79,201.35,248.86,79.16,0
276,155.41,96.73,102.29,201.35,248.86,78.63,0
277,155.37,96.52,101.79,201.28,248.82,77.95,0
278,155.15,96.19,101.29,201.28,248.74,77.75,0
279,155.05,95.79,100.79,201.28,248.74,77.02,0
280,154.95,95.54,100.29,201.28,248.74,76.43,0
281,154.81,95.38,99.79,201.28,248.74,76.35,0
282,154.71,95.08,99.29,201.28,248.74,75.88,0
283,154.57,94.98,98.79,201.18,248.74,75.59,0
284,154.52,94.61,98.29,201.18,248.74,75.22,0
285,154.47,94.3,97.79,201.12,248.74,74.04,0
286,154.43,94.15,97.29,201.12,248.74,73.66,0
287,154.35,94.01,96.79,201.12,248.74,73.41,0
288,154.29,93.85,96.29,200.53,248.74,73.15,0
289,154.2,93.7,95.79,200.53,248.74,73,0
290,154.15,93.43,95.29,200.47,248.74,72.7,0
291,154.06,93.21,94.79,200.47,248.74,72.5,0
292,153.95,92.97,94.29,200.25,248.74,72.1,0
293,153.9,92.81,93.79,200.25,248.74,71.54,0
294,153.86,92.7,93.29,200.25,248.74,71.06,0
295,153.76,92.6,92.79,200.25,248.72,71.01,0
296,153.72,92.51,92.29,198.97,248.72,69.98,0
297,153.68,92.27,91.79,198.97,248.72,69.71,0
298,153.61,92.11,91.29,198.45,248.72,69.57,0
299,153.54,91.93,90.79,198.45,248.72,68.06,0
300,153.49,91.81,90.59,198.45,248.72,67.39,0
301,153.39,91.71,90.39,198.45,248.72,67.24,0
302,153.34,91.61,90.19,198.45,248.72,66.83,0
303,153.27,91.5,89.99,198.45,248.72,66.79,0
304,153.24,91.43,89.79,198.45,248.72,66.79,0
305,153.19,91.29,89.59,197.53,248.72,65.08,0
306,153.15,91.14,89.39,197.53,248.72,64.96,0
307,153.08,90.89,89.19,197.53,248.72,64.57,0
308,153.01,90.76,88.99,197.53,248.39,64.38,0
309,152.96,90.65,88.79,197.53,248.39,64.06,0
310,152.92,90.54,88.59,197.53,248.39,64.06,0
311,152.88,90.37,88.39,197.14,248.39,63.71,0
312,152.82,90.29,88.19,197.14,248.39,63.71,0
313,152.77,90.15,87.99,197.14,248.13,63.57,0
314,152.73,90.1,87.79,197.14,248.13,63.47,0
315,152.67,90.04,87.59,196.49,248.13,63.43,0
316,152.61,89.98,87.39,196.43,247.98,63.03,0
317,152.53,89.89,87.19,196.43,247.98,62.46,0
318,152.52,89.85,86.99,196.43,247.98,61.86,0
319,152.48,89.75,86.79,196.31,247.7,60.59,0
320,152.45,89.65,86.59,196.31,247.09,60.16,0
321,152.41,89.57,86.39,196.31,246.84,60.16,0
322,152.38,89.45,86.19,196.18,246.69,59.95,0
323,152.36,89.36,85.99,196.18,246.61,59.3,0
324,152.33,89.3,85.79,196.18,246.61,59.15,0
325,152.3,89.26,85.59,195.9,246.61,58.44,0
326,152.23,89.22,85.39,195.9,246.6,58.43,0
327,152.18,89.18,85.19,195.87,246.42,58.32,0
328,152.14,89.13,84.99,194.55,246.42,58.24,0
329,152.07,89.09,84.79,193.2,245.96,57.99,0
330,152.06,89.03,84.59,193.2,245.66,57.86,0
331,152.04,88.94,84.39,193.2,244.92,57.78,0
332,152.01,88.89,84.19,193.2,244.79,57.78,0
333,151.98,88.81,83.99,192.47,243.01,57.78,0
334,151.97,88.77,83.79,192.47,242.97,57.53,0
335,151.96,88.71,83.59,192.47,242.33,57.53,0
336,151.8,88.65,83.39,192.47,241.68,57.41,0
337,151.77,88.58,83.19,192.47,241.68,56.38,0
338,151.76,88.53,82.99,192.47,240.97,55.36,0
339,151.72,88.49,82.79,191.43,240.97,55.36,0
340,151.6,88.41,82.59,191.43,239.79,55.36,0
341,151.57,88.37,82.39,191.43,239.01,55.36,0
342,151.55,88.34,82.19,191.43,238.45,55.34,0
343,151.54,88.32,81.99,191.43,237.78,55.2,0
344,151.49,88.3,81.79,191.43,237.18,55.06,0
345,151.26,88.25,81.59,191.43,236.29,54.99,0
346,151.23,88.2,81.39,191.43,235.72,54.97,0
347,151.22,88.17,81.19,190.96,235.72,54.75,0
348,151.21,88.13,80.99,190.96,235.72,54.71,0
349,151.19,88.1,80.79,190.96,234.85,54.23,0
350,151.16,88.09,80.59,190.96,234.01,54.14,0
351,151.14,88.06,80.39,190.96,232.81,54.09,0
352,151.13,88.03,80.19,190.96,232.06,53.74,0
353,151.12,88.01,79.99,190.96,231.89,53.71,0
354,151.11,87.99,79.79,190.96,231.18,53.68,0
355,151.09,87.97,79.59,190.96,230.17,53.31,0
356,151.08,87.95,79.39,190.96,229.02,53.3,0
357,151.05,87.94,79.19,190.95,228.51,53.3,0
358,151.03,87.91,78.99,190.95,228.44,53.27,0
359,151.03,87.88,78.89,190.95,227.97,53.07,0
360,151,87.86,78.79,190.95,226.62,52.94,0
361,150.99,87.83,78.69,190.92,226.36,52.93,0
362,150.96,87.81,78.59,190.55,226.01,52.92,0
363,150.96,87.79,78.49,190.55,225.84,52.92,0
364,150.94,87.78,78.39,190.55,224.64,52.92,0
365,150.93,87.76,78.29,190.55,224.25,52.92,0
366,150.93,87.73,78.19,189.95,223.95,52.92,0
367,150.9,87.72,78.09,189.95,223.05,52.92,0
368,150.87,87.7,77.99,189.95,222.69,52.78,0
369,150.86,87.69,77.89,189.95,222.03,52.21,0
370,150.85,87.66,77.79,189.95,222.03,52.21,0
371,150.84,87.65,77.69,189.95,221.19,52.21,0
372,150.84,87.63,77.59,189.95,220.52,52.21,0
373,150.82,87.62,77.49,189.95,220.16,52.21,0
374,150.81,87.6,77.39,189.93,218.17,51.88,0
375,150.8,87.58,77.29,189.93,217.74,51.88,0
376,150.79,87.57,77.19,189.87,217.34,51.74,0
377,150.77,87.56,77.09,189.87,215.49,51.74,0
378,150.75,87.54,76.99,189.55,214.22,51.74,0
379,150.74,87.52,76.89,189.55,213.61,51.66,0
380,150.72,87.51,76.79,189.55,211.72,51.62,0
381,150.72,87.5,76.69,189.55,211.7,51.62,0
382,150.71,87.5,76.59,189.55,210.34,51.14,0
383,150.7,87.49,76.49,189.55,209.25,51.1,0
384,150.69,87.48,76.39,189.55,209.25,51.08,0
385,150.68,87.47,76.29,189.55,208.14,51.08,0
386,150.67,87.47,76.19,189.47,204.76,51.05,0
387,150.66,87.46,76.09,189.47,202.63,50.89,0
388,150.65,87.44,75.99,189.47,201.67,50.89,0
389,150.65,87.43,75.89,189.47,199.55,50.89,0
390,150.64,87.43,75.79,189.39,198.98,50.69,0
391,150.63,87.42,75.69,189.39,197.4,50.67,0
392,150.62,87.41,75.59,189.39,196.21,50.57,0
393,150.62,87.41,75.49,189.39,194.73,50.57,0
394,150.6,87.4,75.39,189.39,193.08,50.41,0
395,150.59,87.39,75.29,189.39,192.17,50.41,0
396,150.59,87.39,75.19,189.39,191.19,50.41,0
397,150.58,87.38,75.09,189.39,190.4,50.06,0
398,150.58,87.38,74.99,189.39,189.36,50.04,0
399,150.57,87.37,74.89,188.99,189.05,49.95,0
400,150.57,87.37,74.79,188.81,187.72,49.95,0
401,150.56,87.36,74.69,188.81,187.02,49.95,0
402,150.55,87.36,74.59,188.81,185.13,49.95,0
403,150.55,87.35,74.49,188.4,184.96,49.56,0
404,150.54,87.35,74.39,188.4,184.26,49.56,0
405,150.53,87.34,74.29,188.4,183.65,49.56,0
406,150.53,87.34,74.19,188.4,183.14,49.56,0
407,150.52,87.34,74.09,188.04,182.84,49.56,0
408,150.52,87.33,73.99,188.04,181.96,49.56,0
409,150.52,87.33,73.89,187.95,180.56,49.56,0
410,150.51,87.32,73.79,187.95,179.75,49.56,0
411,150.51,87.32,73.69,185.83,178.82,49.55,0
412,150.5,87.32,73.59,185.24,177.65,49.55,0
413,150.5,87.32,73.49,185.24,176.55,49.55,0
414,150.5,87.31,73.39,185.13,175.9,49.49,0
415,150.49,87.31,73.29,185.13,173.9,49.28,0
416,150.49,87.31,73.19,185.13,172.67,49.26,0
417,150.49,87.31,73.09,185.13,172.22,49.25,0
418,150.48,87.3,72.99,185.13,171.32,49.25,0
419,150.48,87.3,72.89,185.13,170.5,49.25,0
420,150.48,87.3,72.79,185.13,170.11,49.23,0
421,150.47,87.3,72.69,184.69,169.61,49.19,0
422,150.47,87.29,72.59,184.34,168.96,49.19,0
423,150.47,87.29,72.49,184.34,167.38,48.32,0
424,150.47,87.29,72.39,184.34,167.14,48.11,0
425,150.46,87.29,72.36,184.34,166.3,48.1,0
426,150.46,87.28,72.33,184.25,165.12,47.99,0
427,150.46,87.28,72.3,184.25,164.07,47.88,0
428,150.46,87.28,72.27,184.25,162.39,47.87,0
429,150.46,87.28,72.24,184.25,161.91,47.2,0
430,150.45,87.28,72.21,184.25,161.11,47.19,0
431,150.45,87.28,72.18,184.25,160.27,47.19,0
432,150.45,87.28,72.15,184.25,159.33,47.18,0
433,150.45,87.27,72.12,184.25,158.24,47.18,0
434,150.44,87.27,72.09,183.89,157.03,47.18,0
435,150.44,87.27,72.06,183.89,156.37,47.15,0
436,150.44,87.27,72.03,183.89,155.61,47.15,0
437,150.44,87.27,72,183.74,154.46,47.04,0
438,150.44,87.27,71.97,183.74,153.14,47.03,0
439,150.43,87.26,71.94,183.74,152.73,47.01,0
440,150.43,87.26,71.91,183.74,151.99,47.01,0
441,150.43,87.26,71.88,183.74,150.73,47.01,0
442,150.43,87.26,71.85,183.74,149.52,47,0
443,150.43,87.26,71.82,183.74,148.56,47,0
444,150.43,87.26,71.79,182.87,147.67,47,0
445,150.43,87.26,71.76,182.87,146.38,46.92,0
446,150.42,87.26,71.73,182.87,145.27,46.92,0
447,150.42,87.25,71.7,182.87,144.03,46.92,0
448,150.42,87.25,71.67,182.87,143,46.91,0
449,150.42,87.25,71.64,182.87,141.82,46.91,0
450,150.42,87.25,71.61,182.87,141.13,46.81,0
451,150.42,87.25,71.58,182.87,140.44,46.73,0
452,150.42,87.25,71.55,182.87,139.62,46.56,0
453,150.42,87.25,71.52,182.87,139.17,46.18,0
454,150.42,87.25,71.49,182.87,138.22,46.18,0
455,150.42,87.25,71.46,182.87,137.39,46.18,0
456,150.41,87.25,71.43,182.87,136.37,46.18,0
457,150.41,87.25,71.4,182.87,136.08,46.17,0
458,150.41,87.25,71.37,182.87,135.37,46.17,0
459,150.41,87.24,71.34,182.86,134.8,46.17,0
460,150.41,87.24,71.31,182.86,134.12,46.01,0
461,150.41,87.24,71.28,182.86,133.35,46.01,0
462,150.41,87.24,71.25,182.86,132.7,46.01,0
463,150.41,87.24,71.22,182.86,132.55,46.01,0
464,150.41,87.24,71.19,182.86,131.95,46.01,0
465,150.41,87.24,71.16,182.86,131.55,46.01,0
466,150.41,87.24,71.13,182.86,131.17,46,0
467,150.41,87.24,71.1,182.86,130.34,46,0
468,150.41,87.24,71.07,182.86,130.11,46,0
469,150.41,87.24,71.04,182.86,129.74,45.97,0
470,150.41,87.24,71.01,182.86,128.99,45.97,0
471,150.41,87.24,70.98,182.86,128.55,45.97,0
472,150.4,87.24,70.95,182.86,128.18,45.97,0
473,150.4,87.24,70.92,182.86,127.72,45.97,0
474,150.4,87.24,70.89,182.86,127.19,45.97,0
475,150.4,87.24,70.86,182.86,126.67,45.97,0
476,150.4,87.24,70.83,182.75,126.04,45.97,0
477,150.4,87.24,70.8,182.02,125.62,45.97,0
478,150.4,87.23,70.77,182.02,125.12,45.97,0
479,150.4,87.23,70.74,182.02,124.77,45.81,0
480,150.4,87.23,70.71,181.24,124.52,45.81,0
481,150.4,87.23,70.68,181.24,124.21,45.75,0
482,150.4,87.23,70.65,181.24,123.85,45.71,0
483,150.4,87.23,70.62,181.24,123.3,45.71,0
484,150.4,87.23,70.59,181.24,123.03,45.71,0
485,150.4,87.23,70.56,181.24,122.79,45.71,0
486,150.4,87.23,70.53,181.24,122.51,45.71,0
487,150.4,87.23,70.5,181.24,122.1,45.71,0
488,150.4,87.23,70.47,181.24,121.88,45.71,0
489,150.4,87.23,70.44,181.24,121.59,45.71,0
490,150.4,87.23,70.41,181.24,121.33,45.71,0
491,150.4,87.23,70.38,181.24,121.1,45.71,0
492,150.4,87.23,70.35,180.82,120.82,45.71,0
