No. of Iterations,MFO,FFA,GWO,DE,MVO,HHO,MFOS
126,65.71,127.54,140.44,78.62,116.34,103.64,2.3
127,65.54,127.04,140.34,78.22,116.04,103.54,2.3
128,65.37,126.14,140.24,77.82,115.74,103.44,2.3
129,65.2,125.24,140.14,77.42,115.44,103.34,2.3
130,65.03,124.34,140.04,77.02,115.14,103.24,2.25
131,64.86,123.44,139.94,76.62,114.84,103.14,2.25
132,64.69,122.54,139.84,76.22,114.54,103.04,2.25
133,64.52,121.64,139.74,75.82,114.24,102.94,2.25
134,64.35,120.74,139.64,75.42,113.94,102.84,2.25
135,64.18,119.84,139.54,75.02,113.64,102.74,2.25
136,64.01,118.94,139.44,74.62,113.34,102.64,2.21
137,63.84,118.04,139.34,74.22,113.04,102.54,2.21
138,63.67,117.14,139.24,73.82,112.74,102.44,2.18
139,63.5,116.24,139.14,73.42,112.44,102.34,2.18
140,63.33,115.34,139.04,73.02,112.14,102.24,2.18
141,63.16,114.44,138.94,72.62,111.84,102.14,2.18
142,62.99,113.54,138.84,72.22,111.54,102.04,2.18
143,62.82,112.64,138.74,71.82,111.24,101.94,2.18
144,62.65,111.74,138.64,71.42,110.94,101.84,2.18
145,62.48,110.84,138.54,71.02,110.64,101.74,2.18
146,62.31,109.94,138.44,70.52,110.34,101.64,2.18
147,62.14,109.04,138.34,70.02,110.04,101.54,2.18
148,61.97,108.14,138.24,69.52,109.74,101.44,2.18
149,61.8,107.24,138.14,69.02,109.44,101.34,2.18
150,61.63,106.64,138.04,68.52,109.14,101.24,2.18
151,61.46,106.04,137.94,68.02,108.84,101.14,2.15
152,61.29,105.44,137.84,67.52,108.54,101.04,2.15
153,61.12,104.84,137.74,67.02,108.24,100.94,2.15
154,60.95,104.24,137.64,66.52,107.94,100.84,2.15
155,60.78,103.64,137.04,66.02,107.64,100.74,2.15
156,60.61,103.04,136.44,65.52,107.34,100.64,2.15
157,60.44,102.44,135.84,65.02,107.04,100.54,2.15
158,60.27,101.84,135.24,64.52,106.84,100.44,2.15
159,60.1,101.24,134.64,64.02,106.64,100.34,2.15
160,59.93,100.64,134.04,63.52,106.44,100.24,2.15
161,59.76,100.34,133.44,63.02,106.24,100.14,2.15
162,59.59,100.04,132.84,62.52,106.04,100.04,2.15
163,59.42,99.74,132.24,62.02,105.84,99.94,2.15
164,59.25,99.44,131.64,61.52,105.64,99.84,2.15
165,59.08,99.14,131.04,61.02,105.44,99.74,2.15
166,58.91,98.84,130.44,60.22,105.24,99.64,2.15
167,58.74,98.54,129.84,59.42,105.04,99.54,2.14
168,58.57,98.24,129.24,58.62,104.84,99.44,2.14
169,58.4,97.94,128.64,57.82,104.64,99.34,2.14
170,58.23,97.64,127.74,57.02,104.44,99.24,2.14
171,58.06,97.54,126.84,56.22,104.24,99.14,2.14
172,57.89,97.44,125.94,55.42,104.04,99.04,2.14
173,57.72,97.34,125.04,54.62,103.84,98.94,2.14
174,57.55,97.24,124.14,53.82,103.64,98.84,2.14
175,57.38,97.14,123.24,53.02,103.44,98.74,2.14
176,57.21,97.04,122.34,52.22,103.24,98.64,2.14
177,57.04,96.94,121.44,51.42,103.04,98.54,2.14
178,56.87,96.84,120.54,50.11,102.84,98.44,2.14
179,56.7,96.74,119.64,48.8,102.64,98.34,2.14
180,56.53,96.64,118.74,47.49,102.44,98.24,2.14
181,56.36,96.54,117.84,46.18,102.24,98.14,2.14
182,56.19,96.44,116.94,44.87,102.04,98.04,2.14
183,56.02,96.34,116.04,43.56,101.84,97.94,2.14
184,55.85,96.24,115.14,42.25,101.64,97.84,2.14
185,55.68,96.14,114.05,40.94,101.44,97.74,2.13
186,55.51,96.04,112.96,39.63,101.24,97.64,2.13
187,55.34,95.94,111.87,38.32,101.04,97.54,2.13
188,55.17,95.84,110.78,37.01,100.84,97.44,2.1
189,55,95.74,109.69,36.01,100.64,97.34,2.1
190,54.83,95.64,108.6,34.51,100.44,97.24,2.1
191,54.66,95.54,107.51,33.01,100.24,97.14,2.1
192,54.49,95.44,106.42,31.51,100.04,97.04,2.1
193,54.32,95.34,105.33,30.01,99.84,96.94,2.1
194,54.15,95.24,104.24,28.51,99.64,96.84,2.1
195,53.98,95.14,103.64,27.01,99.44,96.74,2.08
196,53.81,95.04,103.04,25.51,99.24,96.64,2.08
197,53.64,94.94,102.44,24.01,99.04,96.54,2.08
198,53.47,94.84,101.84,22.51,98.84,96.44,2.08
199,53.3,94.74,101.24,21.01,98.64,96.34,2.08
200,53.13,94.64,100.64,19.51,98.44,96.24,2.08
201,52.96,94.54,100.04,18.01,98.24,96.14,2.08
202,52.79,94.44,99.44,16.71,98.04,96.04,2.08
203,52.62,94.34,98.84,15.41,97.84,95.94,2.08
204,52.45,94.24,98.24,14.11,97.64,95.84,2.08
205,52.28,94.14,97.84,12.81,97.44,95.74,2.08
206,52.11,94.04,97.44,11.51,97.24,95.64,2.08
207,51.94,93.94,97.04,10.21,97.04,95.54,2.08
208,51.77,93.84,96.64,8.91,96.84,95.44,2.08
209,51.6,93.74,96.24,7.61,96.64,95.34,2.08
210,51.43,93.64,95.84,6.31,96.44,95.24,2.08
211,51.26,93.54,95.44,5.01,96.24,95.14,2.08
212,51.09,93.44,95.04,3.71,96.04,95.04,2.08
213,50.92,93.34,94.64,3.71,95.84,94.94,2.08
214,50.75,93.24,94.64,3.71,95.64,94.84,2.08
215,50.58,93.14,94.64,3.71,95.44,94.74,2.08
216,50.41,93.04,94.64,3.71,95.24,94.64,2.08
217,50.24,92.94,94.64,3.71,95.04,94.54,2.08
218,50.07,92.84,94.64,3.71,94.84,94.44,2.08
219,49.9,92.74,94.64,3.71,94.64,94.34,2.08
220,49.73,92.64,94.64,3.71,94.44,94.24,2.08
221,49.56,92.54,94.64,3.71,94.24,94.14,2.08
222,49.39,92.44,94.64,3.71,94.04,94.04,2.08
223,49.22,92.34,94.64,3.71,93.84,93.94,2.07
224,49.05,92.24,94.64,3.71,93.64,93.84,2.07
225,48.88,92.14,94.64,3.71,93.44,93.74,2.07
226,48.71,92.04,94.64,3.71,93.24,93.64,2.07
227,48.54,91.94,94.64,3.71,93.04,93.54,2.07
228,48.37,91.84,94.64,3.71,92.84,93.44,2.07
229,48.2,91.74,94.64,3.71,92.64,93.34,2.06
230,48.03,91.64,94.64,3.71,92.44,93.24,2.06
231,47.86,91.54,94.64,3.71,92.24,93.14,2.06
232,47.69,91.44,94.64,3.71,92.04,93.04,2.06
233,47.52,91.34,94.64,3.71,91.84,92.94,2.06
234,47.35,91.24,94.64,3.71,91.64,92.84,2.06
235,47.18,91.14,94.64,3.71,91.44,92.74,2.06
236,47.01,91.04,94.64,3.71,91.24,92.64,2.06
237,46.84,90.94,94.64,3.71,91.04,92.54,2.06
238,46.67,90.84,94.64,3.71,90.84,92.44,2.06
239,46.5,90.74,94.64,3.71,90.64,92.34,2.06
240,46.33,90.64,94.64,3.71,90.44,92.24,2.06
241,46.16,90.54,94.64,3.71,90.24,92.14,2.06
242,45.99,90.44,94.64,3.71,90.04,92.04,2.06
243,45.82,90.34,94.64,3.71,89.84,91.94,2.05
244,45.65,90.24,94.64,3.71,89.64,91.84,2.05
245,45.48,90.14,94.64,3.71,89.44,91.74,2.05
246,45.31,90.04,94.64,3.71,89.24,91.64,2.05
247,45.16,89.94,94.64,3.71,89.04,91.54,2.05
248,45.01,89.84,94.64,3.71,88.84,91.44,2.05
249,44.86,89.74,94.64,3.71,88.64,91.34,2.05
250,44.71,89.64,94.64,3.71,88.44,91.24,2.05
251,44.56,89.54,94.64,3.71,88.24,91.14,2.05
252,44.41,89.44,94.64,3.71,88.04,91.04,2.05
253,44.26,89.34,94.64,3.71,87.84,90.94,2.05
254,44.11,89.24,94.64,3.71,87.64,90.84,2.05
255,43.96,89.14,94.64,3.71,87.44,90.74,2.05
256,43.81,89.04,94.64,3.71,87.24,90.64,2.05
257,43.66,88.94,94.64,3.71,87.04,90.54,2.05
258,43.51,88.84,94.64,3.71,86.84,90.44,2.05
259,43.36,88.74,94.64,3.71,86.64,90.34,2.05
260,43.21,88.64,94.64,3.71,86.54,90.24,2.05
261,43.06,88.54,94.64,3.71,86.44,90.14,2.05
262,42.91,88.44,94.64,3.71,86.34,90.04,2.05
263,42.76,88.34,94.64,3.71,86.24,89.94,2.05
264,42.61,88.24,94.64,3.71,86.14,89.84,2.05
265,42.46,88.14,94.64,3.71,86.04,89.74,2.05
266,42.31,88.04,94.64,3.71,85.94,89.64,2.05
267,42.16,87.94,94.64,3.71,85.84,89.54,2.05
268,42.01,87.84,94.64,3.71,85.74,89.44,2.05
269,41.86,87.74,94.64,3.71,85.64,89.14,2.05
270,41.71,87.64,94.64,3.71,85.54,88.84,2.05
271,41.56,87.54,94.64,3.71,85.44,88.54,2.05
272,41.41,87.44,94.64,3.71,85.34,88.24,2.05
273,41.26,87.34,94.64,3.71,85.24,87.94,2.05
274,41.11,87.24,94.64,3.71,85.14,87.64,2.05
275,40.96,87.14,94.64,3.71,85.04,87.34,2.05
276,40.81,87.04,94.64,3.71,84.94,87.04,2.04
277,40.66,86.94,94.64,3.71,84.84,86.74,2.04
278,40.51,86.84,94.64,3.71,84.74,86.44,2.04
279,40.36,86.74,94.64,3.71,84.64,86.14,2.04
280,40.21,86.64,94.64,3.71,84.54,85.84,2.04
281,40.06,86.54,94.64,3.71,84.44,85.54,2.04
282,39.91,86.44,94.64,3.71,84.34,85.24,2.04
283,39.76,86.34,94.64,3.71,84.24,84.74,2.04
284,39.61,86.24,94.64,3.71,84.14,84.14,2.04
285,39.46,86.14,94.64,3.71,84.04,83.54,2.04
286,39.31,86.04,94.64,3.71,83.94,82.94,2.04
287,39.16,85.94,94.64,3.71,83.84,82.34,2.04
288,39.01,85.84,94.64,3.71,83.74,81.74,2.04
289,38.86,85.74,94.64,3.71,83.64,81.14,2.04
290,38.71,85.64,94.64,3.71,83.54,80.54,2.04
291,38.56,85.54,94.64,3.71,83.44,79.94,2.04
292,38.41,85.44,94.64,3.71,83.34,79.34,2.04
293,38.26,85.34,94.64,3.71,83.24,78.74,2.04
294,38.11,85.24,94.64,3.71,83.14,78.14,2.04
295,37.96,85.14,94.64,3.71,83.04,77.54,2.04
296,37.81,85.04,94.64,3.71,82.94,76.94,2.04
297,37.66,84.94,94.64,3.71,82.84,76.34,2.04
298,37.51,84.84,94.64,3.71,82.74,75.74,2.04
299,37.36,84.74,94.64,3.71,82.73,75.14,2.04
300,37.21,84.64,94.64,3.71,82.72,74.64,2.04
301,37.06,84.54,94.64,3.71,82.71,74.14,2.04
302,36.91,84.44,94.64,3.71,82.7,73.64,2.04
303,36.76,84.34,94.64,3.71,82.69,73.14,2.04
304,36.61,84.24,94.64,3.71,82.68,72.64,2.04
305,36.46,84.14,94.64,3.71,82.67,72.14,2.04
306,36.31,84.04,94.64,3.71,82.66,71.64,2.04
307,36.16,83.94,94.64,3.71,82.65,71.14,2.04
308,36.01,83.84,94.64,3.71,82.64,70.64,2.04
309,35.86,83.74,94.64,3.71,82.63,70.14,2.04
310,35.71,83.64,94.64,3.71,82.62,69.64,2.04
311,35.56,83.54,94.64,3.71,82.61,69.14,2.04
312,35.41,83.44,94.64,3.71,82.6,68.64,2.04
313,35.26,83.34,94.64,3.71,82.59,68.24,2.04
314,35.11,83.24,94.64,3.71,82.58,67.84,2.04
315,34.96,83.14,94.64,3.71,82.57,67.44,2.04
316,34.81,83.04,94.64,3.71,82.56,67.04,2.04
317,34.66,82.94,94.64,3.71,82.55,66.64,2.04
318,34.51,82.84,94.64,3.71,82.54,66.24,2.04
319,34.36,82.74,94.64,3.71,82.53,65.84,2.04
320,34.21,82.64,94.64,3.71,82.52,65.44,2.04
321,34.06,82.54,94.64,3.71,82.51,65.04,2.04
322,33.91,82.44,94.64,3.71,82.5,64.64,2.04
323,33.76,82.34,94.64,3.71,82.49,64.24,2.04
324,33.61,82.24,94.64,3.71,82.48,63.84,2.04
325,33.46,82.14,94.64,3.71,82.47,63.44,2.03
326,33.31,82.04,94.64,3.71,82.46,63.04,2.03
327,33.16,81.94,94.64,3.71,82.45,62.64,2.03
328,33.01,81.84,94.64,3.71,82.44,62.24,2.03
329,32.86,81.74,94.64,3.71,82.43,61.84,2.03
330,32.71,81.64,94.64,3.71,82.42,61.44,2.03
331,32.56,81.54,94.64,3.71,82.41,61.04,2.03
332,32.41,81.44,94.64,3.71,82.4,60.64,2.03
333,32.26,81.34,94.64,3.71,82.39,60.24,2.03
334,32.11,81.24,94.64,3.71,82.38,59.84,2.03
335,31.96,81.14,94.64,3.71,82.37,59.44,2.03
336,31.81,81.04,94.64,3.71,82.36,59.04,2.03
337,31.66,80.94,94.64,3.71,82.35,58.84,2.03
338,31.53,80.84,94.64,3.71,82.34,58.64,2.03
339,31.4,80.74,94.64,3.71,82.33,58.44,2.03
340,31.27,80.64,94.64,3.71,82.32,58.24,2.01
341,31.14,80.54,94.64,3.71,82.31,58.04,2.01
342,31.01,80.44,94.64,3.71,82.3,57.84,2.01
343,30.88,80.34,94.64,3.71,82.29,57.64,2.01
344,30.75,80.24,94.64,3.71,82.28,57.44,2.01
345,30.62,80.14,94.64,3.71,82.27,57.24,2.01
346,30.49,80.04,94.64,3.71,82.26,57.04,2.01
347,30.36,79.94,94.64,3.71,82.25,56.84,2.01
348,30.23,79.84,94.64,3.71,82.24,56.64,2.01
349,30.1,79.74,94.64,3.71,82.23,56.44,2.01
350,29.97,79.64,94.64,3.71,82.22,56.24,2.01
351,29.84,79.54,94.64,3.71,82.21,56.14,2.01
352,29.71,79.44,94.64,3.71,82.2,56.04,2.01
353,29.58,79.34,94.64,3.71,82.19,55.94,2.01
354,29.45,79.24,94.64,3.71,82.18,55.84,2.01
355,29.32,79.14,94.64,3.71,82.17,55.74,2.01
356,29.19,79.04,94.64,3.71,82.16,55.64,2
357,29.06,78.94,94.64,3.71,82.15,55.54,2
358,28.93,78.84,94.64,3.71,82.14,55.44,2
359,28.8,78.74,94.64,3.71,82.13,55.34,2
360,28.67,78.64,94.64,3.71,82.12,55.24,2
361,28.54,78.54,94.64,3.71,82.11,55.14,2
362,28.41,78.44,94.64,3.71,82.1,55.04,2
363,28.28,78.34,94.64,3.71,82.09,54.94,2
364,28.15,78.24,94.64,3.71,82.08,54.84,2
365,28.02,78.14,94.64,3.71,82.07,54.74,2
366,27.89,78.04,94.64,3.71,82.06,54.64,2
367,27.76,77.94,94.64,3.71,82.05,54.63,2
368,27.63,77.84,94.64,3.71,82.04,54.62,2
369,27.5,77.74,94.64,3.71,82.03,54.61,2
370,27.37,77.64,94.64,3.71,82.02,54.6,2
371,27.24,77.54,94.64,3.71,82.01,54.59,1.99
372,27.11,77.44,94.64,3.71,82,54.58,1.99
373,26.98,77.34,94.64,3.71,81.99,54.57,1.99
374,26.85,77.24,94.64,3.71,81.98,54.56,1.99
375,26.72,77.14,94.64,3.71,81.97,54.55,1.99
376,26.59,77.04,94.64,3.71,81.96,54.54,1.99
377,26.46,76.94,94.64,3.71,81.95,54.53,1.99
378,26.33,76.84,94.64,3.71,81.94,54.52,1.99
379,26.2,76.74,94.64,3.71,81.93,54.51,1.99
380,26.07,76.64,94.64,3.71,81.92,54.5,1.99
381,25.94,76.54,94.64,3.71,81.91,54.49,1.99
382,25.81,76.44,94.64,3.71,81.9,54.48,1.99
383,25.68,76.34,94.64,3.71,81.89,54.47,1.99
384,25.55,76.24,94.64,3.71,81.88,54.46,1.99
385,25.42,76.14,94.64,3.71,81.87,54.45,1.99
386,25.29,76.04,94.64,3.71,81.86,54.44,1.99
387,25.16,75.94,94.64,3.71,81.85,54.43,1.99
388,25.03,75.84,94.64,3.71,81.84,54.42,1.99
389,24.9,75.74,94.64,3.71,81.83,54.41,1.99
390,24.77,75.64,94.64,3.71,81.82,54.4,1.99
391,24.64,75.54,94.64,3.71,81.81,54.39,1.99
392,24.51,75.44,94.64,3.71,81.8,54.38,1.99
393,24.38,75.34,94.64,3.71,81.79,54.37,1.99
394,24.25,75.24,94.64,3.71,81.78,54.36,1.99
395,24.12,75.14,94.64,3.71,81.77,54.35,1.99
396,23.99,75.04,94.64,3.71,81.76,54.34,1.99
397,23.86,74.94,94.64,3.71,81.75,54.33,1.99
398,23.73,74.84,94.64,3.71,81.74,54.32,1.99
399,23.6,74.74,94.64,3.71,81.73,54.31,1.99
400,23.47,74.64,94.64,3.71,81.72,54.3,1.99
401,23.34,74.54,94.64,3.71,81.71,54.29,1.99
402,23.21,74.44,94.64,3.71,81.7,54.28,1.99
403,23.08,74.34,94.64,3.71,81.69,54.27,1.99
404,22.95,74.24,94.64,3.71,81.68,54.26,1.99
405,22.82,74.14,94.64,3.71,81.67,54.25,1.99
406,22.69,74.04,94.64,3.71,81.66,54.24,1.99
407,22.56,73.94,94.64,3.71,81.65,54.23,1.99
408,22.43,73.84,94.64,3.71,81.64,54.22,1.99
409,22.3,73.74,94.64,3.71,81.63,54.21,1.99
410,22.17,73.64,94.64,3.71,81.62,54.2,1.99
411,22.04,73.54,94.64,3.71,81.61,54.19,1.99
412,21.91,73.44,94.64,3.71,81.6,54.18,1.99
413,21.78,73.34,94.64,3.71,81.59,54.17,1.99
414,21.65,73.24,94.64,3.71,81.58,54.16,1.99
415,21.52,73.14,94.64,3.71,81.57,54.15,1.99
416,21.39,73.04,94.64,3.71,81.56,54.14,1.99
417,21.26,72.94,94.64,3.71,81.55,54.13,1.99
418,21.13,72.84,94.64,3.71,81.54,54.12,1.99
419,21,72.74,94.64,3.71,81.53,54.11,1.99
420,20.87,72.64,94.64,3.71,81.52,54.1,1.99
421,20.74,72.54,94.64,3.71,81.51,54.09,1.99
422,20.61,72.44,94.64,3.71,81.5,54.08,1.99
423,20.48,72.34,94.64,3.71,81.49,54.07,1.99
424,20.35,72.24,94.64,3.71,81.48,54.06,1.99
425,20.22,72.14,94.64,3.71,81.47,54.05,1.99
426,20.09,72.04,94.64,3.71,81.46,54.04,1.99
427,19.96,71.94,94.64,3.71,81.45,54.03,1.99
428,19.83,71.84,94.64,3.71,81.35,54.02,1.99
429,19.7,71.74,94.64,3.71,81.32,54.01,1.99
430,19.57,71.64,94.64,3.71,81.29,54,1.99
431,19.44,71.54,94.64,3.71,81.26,53.99,1.99
432,19.31,71.44,94.64,3.71,81.23,53.98,1.99
433,19.18,71.34,94.64,3.71,81.2,53.97,1.99
434,19.05,71.24,94.64,3.71,81.17,53.96,1.99
435,18.92,71.14,94.64,3.71,81.14,53.95,1.99
436,18.79,71.04,94.64,3.71,81.11,53.94,1.99
437,18.66,70.94,94.64,3.71,81.08,53.93,1.99
438,18.53,70.84,94.64,3.71,81.05,53.92,1.99
439,18.4,70.74,94.64,3.71,81.02,53.91,1.99
440,18.27,70.64,94.64,3.71,80.99,53.9,1.99
441,18.14,70.54,94.64,3.71,80.96,53.89,1.99
442,18.01,70.44,94.64,3.71,80.93,53.88,1.99
443,17.88,70.34,94.64,3.71,80.9,53.87,1.99
444,17.75,70.24,94.64,3.71,80.87,53.86,1.99
445,17.62,70.14,94.64,3.71,80.84,53.85,1.99
446,17.49,70.04,94.64,3.71,80.81,53.84,1.99
447,17.36,69.94,94.64,3.71,80.78,53.83,1.99
448,17.23,69.84,94.64,3.71,80.75,53.82,1.99
449,17.1,69.74,94.64,3.71,80.72,53.81,1.99
450,16.97,69.64,94.64,3.71,80.69,53.8,1.99
451,16.84,69.54,94.64,3.71,80.66,53.79,1.99
452,16.71,69.44,94.64,3.71,80.63,53.78,1.99
453,16.58,69.34,94.64,3.71,80.6,53.77,1.99
454,16.45,69.24,94.64,3.71,80.57,53.76,1.99
455,16.32,69.14,94.64,3.71,80.54,53.75,1.99
456,16.19,69.04,94.64,3.71,80.51,53.74,1.99
457,16.06,68.94,94.64,3.71,80.48,53.73,1.99
458,15.93,68.84,94.64,3.71,80.45,53.72,1.99
459,15.8,68.74,94.64,3.71,80.42,53.71,1.99
460,15.67,68.64,94.64,3.71,80.39,53.7,1.99
461,15.54,68.54,94.64,3.71,80.36,53.69,1.99
462,15.41,68.44,94.64,3.71,80.33,53.68,1.99
463,15.28,68.34,94.64,3.71,80.3,53.67,1.99
464,15.15,68.24,94.64,3.71,80.27,53.66,1.99
465,15.02,68.14,94.64,3.71,80.24,53.65,1.99
